task1,task2,T0,T2,T1,lagT0,lagT1,lagT2,responseT1,responseT2,related,dist,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trials_T0_context.thisRepN,trials_T0_context.thisTrialN,trials_T0_context.thisN,trials_T0_context.thisIndex,trials_T1.thisRepN,trials_T1.thisTrialN,trials_T1.thisN,trials_T1.thisIndex,trials_T2.thisRepN,trials_T2.thisTrialN,trials_T2.thisN,trials_T2.thisIndex,thisRow.t,notes,instructions.started,text_instructions.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,settings.started,settings.stopped,T0_context.started,context_word.started,blankContext.started,context_word.stopped,blankContext.stopped,T0_context.stopped,distractors_T0_T2.started,text_distractors_2.started,distractors_T0_T2.stopped,T1_number.started,text_T1.started,T1_number.stopped,distractors_T1.started,text_distractors.started,distractors_T1.stopped,T2_probe.started,text_T2.started,T2_probe.stopped,Ask_T1.started,Ask_T1.stopped,key_resp_T1.keys,key_resp_T1.corr,Ask_T2.started,blankT2_1.started,text_T2ask.started,key_resp_T2.started,blankT2_1.stopped,Ask_T2.stopped,key_resp_T2.keys,key_resp_T2.corr,key_resp_T2.rt,key_resp_T2.duration,text_distractors_2.stopped,participant,order [1: single-dual or 2: dual-single],date,expName,psychopyVersion,frameRate,expStart,
single,dual,STORM,XXFIXXX,7777777,10,3,7,j,j,0,ZTFYDXH,0,0,0,0,0,6,6,6,,,,,0,0,0,0,,,,,41.75562469987199,,,,,,,,,,,38.86879099998623,38.8843228998594,39.884201399981976,39.884201399981976,40.92289360007271,40.86806849995628,41.5344604998827,41.55123180011287,41.617613200098276,41.617666999809444,41.63445540005341,41.7008806001395,41.74568430008367,41.75562469987199,41.78464590013027,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,STORM,XXFIXXX,7777777,10,3,7,j,j,0,YGLMSFQ,0,0,0,0,0,6,6,6,,,,,0,1,1,1,,,,,41.80087730009109,,,,,,,,,,,,,,,,,,,,,,,41.784917999990284,41.80087730009109,41.86757030012086,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,STORM,XXFIXXX,7777777,10,3,7,j,j,0,GQKRPDL,0,0,0,0,0,6,6,6,,,,,,,,,0,0,0,5,42.0048683998175,,,,,,,,,,,,,,,,,41.995792699977756,42.0048683998175,42.03463270002976,,,,,,,41.86765170004219,41.88447570009157,41.950934200081974,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,STORM,XXFIXXX,7777777,10,3,7,j,j,0,VYKXSPC,0,0,0,0,0,6,6,6,,,,,,,,,0,1,1,2,42.05090520018712,,,,,,,,,,,,,,,,,42.03488689986989,42.05090520018712,42.11756179993972,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,STORM,XXFIXXX,7777777,10,3,7,j,j,0,ZJTSHFP,0,0,0,0,0,6,6,6,,,,,,,,,0,2,2,3,42.13467419985682,,,,,,,,,,,,,,,,,42.11780649982393,42.13467419985682,42.20092270011082,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,STORM,XXFIXXX,7777777,10,3,7,j,j,0,WMYFTGJ,0,0,0,0,0,6,6,6,,,,,,,,,0,3,3,6,42.21750710019842,,,,,,,,,,,,,,,,,42.20116089982912,42.21750710019842,42.28461380023509,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,STORM,XXFIXXX,7777777,10,3,7,j,j,0,HLFPYXK,0,0,0,0,0,6,6,6,,,,,,,,,0,4,4,4,42.300844700075686,,,,,,,,,,,,,,,,,42.284870699979365,42.300844700075686,42.36761389998719,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,STORM,XXFIXXX,7777777,10,3,7,j,j,0,YGLMSFQ,0,0,0,0,0,6,6,6,,,,,,,,,0,5,5,1,42.384482900146395,,,,,,,,,,,,,,,,,42.367860100232065,42.384482900146395,42.45132589992136,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,STORM,XXFIXXX,7777777,10,3,7,j,j,0,ZTFYDXH,0,0,0,0,0,6,6,6,,,,,,,,,0,6,6,0,42.46749969990924,,,,,,,,,,,,,,,,,42.45157629996538,42.46749969990924,42.53463019989431,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,STORM,XXFIXXX,7777777,10,3,7,j,j,0,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.534715599846095,42.534751900006086,None,0,42.53494710009545,42.55108720017597,43.53423970006406,43.53423970006406,43.55143739981577,44.55208220006898,j,1,44.54601619997993,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DIRTY,XXFOOTX,7777777,10,7,3,j,j,0,ZJTSHFP,0,0,0,0,0,7,7,7,,,,,0,0,0,3,,,,,47.43860530015081,,,,,,,,,,,44.55252519994974,44.5675951000303,45.55150149995461,45.56815750012174,46.63794089993462,46.53504060022533,47.21808960009366,47.23452549986541,47.30160260014236,47.301655900198966,47.31819389993325,47.38455019984394,47.42941060010344,47.43860530015081,47.46787950024009,,,,,,,,,,,,,,,,,,46.734414299950004,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DIRTY,XXFOOTX,7777777,10,7,3,j,j,0,HLFPYXK,0,0,0,0,0,7,7,7,,,,,0,1,1,4,,,,,47.48442670004442,,,,,,,,,,,,,,,,,,,,,,,47.46813050005585,47.48442670004442,47.55163299990818,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DIRTY,XXFOOTX,7777777,10,7,3,j,j,0,VYKXSPC,0,0,0,0,0,7,7,7,,,,,0,2,2,2,,,,,47.56783549999818,,,,,,,,,,,,,,,,,,,,,,,47.55190239986405,47.56783549999818,47.63456569984555,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DIRTY,XXFOOTX,7777777,10,7,3,j,j,0,YGLMSFQ,0,0,0,0,0,7,7,7,,,,,0,3,3,1,,,,,47.65113320015371,,,,,,,,,,,,,,,,,,,,,,,47.6348239001818,47.65113320015371,47.71794949984178,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DIRTY,XXFOOTX,7777777,10,7,3,j,j,0,GQKRPDL,0,0,0,0,0,7,7,7,,,,,0,4,4,5,,,,,47.734471099916846,,,,,,,,,,,,,,,,,,,,,,,47.718202400021255,47.734471099916846,47.801218799781054,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DIRTY,XXFOOTX,7777777,10,7,3,j,j,0,ZTFYDXH,0,0,0,0,0,7,7,7,,,,,0,5,5,0,,,,,47.818202700000256,,,,,,,,,,,,,,,,,,,,,,,47.80146040022373,47.818202700000256,47.884918599855155,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DIRTY,XXFOOTX,7777777,10,7,3,j,j,0,YGLMSFQ,0,0,0,0,0,7,7,7,,,,,,,,,0,0,0,1,48.0214549000375,,,,,,,,,,,,,,,,,48.01284260023385,48.0214549000375,48.051237899810076,,,,,,,47.8849996002391,47.90114689990878,47.96796939987689,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DIRTY,XXFOOTX,7777777,10,7,3,j,j,0,ZTFYDXH,0,0,0,0,0,7,7,7,,,,,,,,,0,1,1,0,48.068192599806935,,,,,,,,,,,,,,,,,48.051485400181264,48.068192599806935,48.13458470022306,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DIRTY,XXFOOTX,7777777,10,7,3,j,j,0,VYKXSPC,0,0,0,0,0,7,7,7,,,,,,,,,0,2,2,2,48.151232100091875,,,,,,,,,,,,,,,,,48.13483890006319,48.151232100091875,48.21788469981402,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DIRTY,XXFOOTX,7777777,10,7,3,j,j,0,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.21796440007165,48.21799870021641,None,0,48.21818510023877,48.23445300012827,49.21825660020113,49.21825660020113,49.234493100084364,50.485734700225294,j,1,50.48200270021334,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ANIMALS,XXDEERX,5555555,10,3,7,j,j,0,YGLMSFQ,0,0,0,0,0,8,8,8,,,,,0,0,0,1,,,,,53.37235839990899,,,,,,,,,,,50.48618650017306,50.501356800086796,51.50140559999272,51.50140559999272,52.53902419982478,52.48514400003478,53.15179099980742,53.168100600130856,53.2352328998968,53.235287399962544,53.25158909987658,53.318173199892044,53.36338140023872,53.37235839990899,53.401573199778795,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ANIMALS,XXDEERX,5555555,10,3,7,j,j,0,ZTFYDXH,0,0,0,0,0,8,8,8,,,,,0,1,1,0,,,,,53.41812299983576,,,,,,,,,,,,,,,,,,,,,,,53.40185029990971,53.41812299983576,53.485245999880135,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ANIMALS,XXDEERX,5555555,10,3,7,j,j,0,YGLMSFQ,0,0,0,0,0,8,8,8,,,,,,,,,0,0,0,1,53.62180110020563,,,,,,,,,,,,,,,,,53.612949800211936,53.62180110020563,53.65147989988327,,,,,,,53.485332999844104,53.501463199965656,53.56815120019019,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ANIMALS,XXDEERX,5555555,10,3,7,j,j,0,WMYFTGJ,0,0,0,0,0,8,8,8,,,,,,,,,0,1,1,6,53.66813560016453,,,,,,,,,,,,,,,,,53.65174600016326,53.66813560016453,53.73525090003386,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ANIMALS,XXDEERX,5555555,10,3,7,j,j,0,ZTFYDXH,0,0,0,0,0,8,8,8,,,,,,,,,0,2,2,0,53.751439900137484,,,,,,,,,,,,,,,,,53.735515899956226,53.751439900137484,53.81820229999721,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ANIMALS,XXDEERX,5555555,10,3,7,j,j,0,HLFPYXK,0,0,0,0,0,8,8,8,,,,,,,,,0,3,3,4,53.835177899803966,,,,,,,,,,,,,,,,,53.8184462999925,53.835177899803966,53.90157889993861,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ANIMALS,XXDEERX,5555555,10,3,7,j,j,0,GQKRPDL,0,0,0,0,0,8,8,8,,,,,,,,,0,4,4,5,53.91813939996064,,,,,,,,,,,,,,,,,53.90184239996597,53.91813939996064,53.98528950009495,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ANIMALS,XXDEERX,5555555,10,3,7,j,j,0,ZJTSHFP,0,0,0,0,0,8,8,8,,,,,,,,,0,5,5,3,54.00152300018817,,,,,,,,,,,,,,,,,53.98555330000818,54.00152300018817,54.068186399992555,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ANIMALS,XXDEERX,5555555,10,3,7,j,j,0,VYKXSPC,0,0,0,0,0,8,8,8,,,,,,,,,0,6,6,2,54.08521099993959,,,,,,,,,,,,,,,,,54.06844830000773,54.08521099993959,54.151651199907064,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ANIMALS,XXDEERX,5555555,10,3,7,j,j,0,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.15173859987408,54.151776399929076,None,0,54.15195890003815,54.168169300071895,55.151624700054526,55.151624700054526,55.16821249993518,56.03647350007668,f,0,56.035058700013906,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,PASS,XXFAILX,9999999,10,3,7,j,f,1,YGLMSFQ,0,0,0,0,0,9,9,9,,,,,0,0,0,1,,,,,58.921333599835634,,,,,,,,,,,56.03690809989348,56.05152910016477,57.052022700197995,57.052022700197995,58.08984170015901,58.035802400205284,58.70201910007745,58.71848929999396,58.78557869978249,58.7856340999715,58.8018136001192,58.868575000204146,58.912643999792635,58.921333599835634,58.951801099814475,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,PASS,XXFAILX,9999999,10,3,7,j,f,1,ZTFYDXH,0,0,0,0,0,9,9,9,,,,,0,1,1,0,,,,,58.96860700007528,,,,,,,,,,,,,,,,,,,,,,,58.95204450003803,58.96860700007528,59.03521479992196,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,PASS,XXFAILX,9999999,10,3,7,j,f,1,HLFPYXK,0,0,0,0,0,9,9,9,,,,,,,,,0,0,0,4,59.1741504999809,,,,,,,,,,,,,,,,,59.16457509994507,59.1741504999809,59.201802500057966,,,,,,,59.035297700203955,59.05211910000071,59.118666499853134,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,PASS,XXFAILX,9999999,10,3,7,j,f,1,ZJTSHFP,0,0,0,0,0,9,9,9,,,,,,,,,0,1,1,3,59.2185467001982,,,,,,,,,,,,,,,,,59.202048500068486,59.2185467001982,59.28515079990029,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,PASS,XXFAILX,9999999,10,3,7,j,f,1,ZTFYDXH,0,0,0,0,0,9,9,9,,,,,,,,,0,2,2,0,59.30217280006036,,,,,,,,,,,,,,,,,59.285395899787545,59.30217280006036,59.368441000115126,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,PASS,XXFAILX,9999999,10,3,7,j,f,1,WMYFTGJ,0,0,0,0,0,9,9,9,,,,,,,,,0,3,3,6,59.38515509990975,,,,,,,,,,,,,,,,,59.36868100007996,59.38515509990975,59.45226819999516,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,PASS,XXFAILX,9999999,10,3,7,j,f,1,YGLMSFQ,0,0,0,0,0,9,9,9,,,,,,,,,0,4,4,1,59.46838159998879,,,,,,,,,,,,,,,,,59.452545300126076,59.46838159998879,59.53526399983093,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,PASS,XXFAILX,9999999,10,3,7,j,f,1,GQKRPDL,0,0,0,0,0,9,9,9,,,,,,,,,0,5,5,5,59.55218630004674,,,,,,,,,,,,,,,,,59.5355214998126,59.55218630004674,59.6188550000079,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,PASS,XXFAILX,9999999,10,3,7,j,f,1,VYKXSPC,0,0,0,0,0,9,9,9,,,,,,,,,0,6,6,2,59.63514559995383,,,,,,,,,,,,,,,,,59.619113500230014,59.63514559995383,59.702261900063604,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,PASS,XXFAILX,9999999,10,3,7,j,f,1,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.70235020015389,59.70238499995321,None,0,59.702578499913216,59.718448100145906,60.702225000131875,60.702225000131875,60.71851720008999,61.26925850007683,f,1,61.26590579980984,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,AUNT,XQUEENX,1111111,10,3,7,j,j,0,YGLMSFQ,0,0,0,0,0,10,10,10,,,,,0,0,0,1,,,,,64.15707600023597,,,,,,,,,,,61.26970120007172,61.28520020004362,62.26875439984724,62.285303900018334,63.30759709980339,63.25240480015054,63.93563009984791,63.95237269997597,64.01918289996684,64.01923689991236,64.03545009996742,64.10243020020425,64.1479421001859,64.15707600023597,64.18545849993825,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,AUNT,XQUEENX,1111111,10,3,7,j,j,0,ZTFYDXH,0,0,0,0,0,10,10,10,,,,,0,1,1,0,,,,,64.20201729983091,,,,,,,,,,,,,,,,,,,,,,,64.1857035998255,64.20201729983091,64.26915370021015,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,AUNT,XQUEENX,1111111,10,3,7,j,j,0,GQKRPDL,0,0,0,0,0,10,10,10,,,,,,,,,0,0,0,5,64.4067318001762,,,,,,,,,,,,,,,,,64.39741380000487,64.4067318001762,64.43541380017996,,,,,,,64.26923670014367,64.28543929988518,64.35252430010587,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,AUNT,XQUEENX,1111111,10,3,7,j,j,0,WMYFTGJ,0,0,0,0,0,10,10,10,,,,,,,,,0,1,1,6,64.45203689998016,,,,,,,,,,,,,,,,,64.43565709982067,64.45203689998016,64.51924809999764,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,AUNT,XQUEENX,1111111,10,3,7,j,j,0,HLFPYXK,0,0,0,0,0,10,10,10,,,,,,,,,0,2,2,4,64.5354679999873,,,,,,,,,,,,,,,,,64.51950920000672,64.5354679999873,64.60257579991594,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,AUNT,XQUEENX,1111111,10,3,7,j,j,0,ZTFYDXH,0,0,0,0,0,10,10,10,,,,,,,,,0,3,3,0,64.61872929986566,,,,,,,,,,,,,,,,,64.60284439986572,64.61872929986566,64.68543059984222,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,AUNT,XQUEENX,1111111,10,3,7,j,j,0,ZJTSHFP,0,0,0,0,0,10,10,10,,,,,,,,,0,4,4,3,64.70207849983126,,,,,,,,,,,,,,,,,64.68567579984665,64.70207849983126,64.76877319999039,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,AUNT,XQUEENX,1111111,10,3,7,j,j,0,VYKXSPC,0,0,0,0,0,10,10,10,,,,,,,,,0,5,5,2,64.78571509988979,,,,,,,,,,,,,,,,,64.76901380019262,64.78571509988979,64.8521141000092,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,AUNT,XQUEENX,1111111,10,3,7,j,j,0,YGLMSFQ,0,0,0,0,0,10,10,10,,,,,,,,,0,6,6,1,64.86902520013973,,,,,,,,,,,,,,,,,64.8523691999726,64.86902520013973,64.93544329982251,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,AUNT,XQUEENX,1111111,10,3,7,j,j,0,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.93552449997514,64.93556579994038,None,0,64.9357397002168,64.9520351998508,65.9354491000995,65.9354491000995,65.95211199996993,67.2863214998506,j,1,67.28226839983836,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DEEP,XXDOLLX,0,10,3,7,f,j,0,YGLMSFQ,0,0,0,0,0,11,11,11,,,,,0,0,0,1,,,,,70.17859609983861,,,,,,,,,,,67.28676730021834,67.30222500022501,68.30226270016283,68.30226270016283,69.34183129994199,69.2859714999795,69.9526104000397,69.9689279999584,70.03615739988163,70.03621040005237,70.05235309991986,70.11905930005014,70.16944940015674,70.17859609983861,70.20285020023584,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DEEP,XXDOLLX,0,10,3,7,f,j,0,ZTFYDXH,0,0,0,0,0,11,11,11,,,,,0,1,1,0,,,,,70.21902390010655,,,,,,,,,,,,,,,,,,,,,,,70.20311670005322,70.21902390010655,70.28621440008283,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DEEP,XXDOLLX,0,10,3,7,f,j,0,YGLMSFQ,0,0,0,0,0,11,11,11,,,,,,,,,0,0,0,1,70.42310399981216,,,,,,,,,,,,,,,,,70.41395690012723,70.42310399981216,70.45273629995063,,,,,,,70.28630559984595,70.30232100002468,70.36911639990285,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DEEP,XXDOLLX,0,10,3,7,f,j,0,HLFPYXK,0,0,0,0,0,11,11,11,,,,,,,,,0,1,1,4,70.46899690013379,,,,,,,,,,,,,,,,,70.45299099991098,70.46899690013379,70.5363080999814,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DEEP,XXDOLLX,0,10,3,7,f,j,0,ZJTSHFP,0,0,0,0,0,11,11,11,,,,,,,,,0,2,2,3,70.55236130021513,,,,,,,,,,,,,,,,,70.53657320002094,70.55236130021513,70.61907429993153,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DEEP,XXDOLLX,0,10,3,7,f,j,0,VYKXSPC,0,0,0,0,0,11,11,11,,,,,,,,,0,3,3,2,70.63610030012205,,,,,,,,,,,,,,,,,70.61932699987665,70.63610030012205,70.70239500002936,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DEEP,XXDOLLX,0,10,3,7,f,j,0,GQKRPDL,0,0,0,0,0,11,11,11,,,,,,,,,0,4,4,5,70.71908750012517,,,,,,,,,,,,,,,,,70.70263990014791,70.71908750012517,70.78622889984399,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DEEP,XXDOLLX,0,10,3,7,f,j,0,WMYFTGJ,0,0,0,0,0,11,11,11,,,,,,,,,0,5,5,6,70.80235939985141,,,,,,,,,,,,,,,,,70.78648719983175,70.80235939985141,70.86939430003986,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DEEP,XXDOLLX,0,10,3,7,f,j,0,ZTFYDXH,0,0,0,0,0,11,11,11,,,,,,,,,0,6,6,0,70.88610199978575,,,,,,,,,,,,,,,,,70.86966300010681,70.88610199978575,70.95241530006751,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,DEEP,XXDOLLX,0,10,3,7,f,j,0,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.95249880012125,70.95253300014883,None,0,70.95271740015596,70.96908040018752,71.9524065000005,71.9524065000005,71.96912840008736,72.73693619994447,j,1,72.72211290011182,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HER,XXSAVEX,3333333,7,7,6,j,j,0,ZTFYDXH,0,0,0,0,0,12,12,12,,,,,0,0,0,0,,,,,75.37648480013013,,,,,,,,,,,72.73738550022244,72.75252470001578,73.75295029999688,73.75295029999688,74.79066810011864,74.73634689999744,75.15333050023764,75.16929480014369,75.23603220004588,75.23608659999445,75.25300389993936,75.31933660013601,75.36989849992096,75.37648480013013,75.40308560011908,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HER,XXSAVEX,3333333,7,7,6,j,j,0,YGLMSFQ,0,0,0,0,0,12,12,12,,,,,0,1,1,1,,,,,75.41929139988497,,,,,,,,,,,,,,,,,,,,,,,75.40334219997749,75.41929139988497,75.48604850005358,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
