task1,task2,T0,T2,T1,lagT0,lagT1,lagT2,responseT1,responseT2,related,dist,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trials_T0_context.thisRepN,trials_T0_context.thisTrialN,trials_T0_context.thisN,trials_T0_context.thisIndex,trials_T1.thisRepN,trials_T1.thisTrialN,trials_T1.thisN,trials_T1.thisIndex,trials_T2.thisRepN,trials_T2.thisTrialN,trials_T2.thisN,trials_T2.thisIndex,thisRow.t,notes,instructions.started,text_instructions.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,settings.started,settings.stopped,T0_context.started,context_word.started,blankContext.started,context_word.stopped,blankContext.stopped,T0_context.stopped,distractors_T0_T2.started,text_distractors_2.started,distractors_T0_T2.stopped,T1_number.started,text_T1.started,T1_number.stopped,distractors_T1.started,text_distractors.started,distractors_T1.stopped,T2_probe.started,text_T2.started,T2_probe.stopped,Ask_T1.started,Ask_T1.stopped,key_resp_T1.keys,key_resp_T1.corr,Ask_T2.started,blankT2_1.started,text_T2ask.started,key_resp_T2.started,blankT2_1.stopped,Ask_T2.stopped,key_resp_T2.keys,key_resp_T2.corr,key_resp_T2.rt,key_resp_T2.duration,text_distractors_2.stopped,participant,order [1: single-dual or 2: dual-single],date,expName,psychopyVersion,frameRate,expStart,
single,dual,HER,XXSAVEX,3333333,7,7,6,j,j,0,ZJTSHFP,0,0,0,0,0,12,12,12,,,,,0,2,2,3,,,,,75.50307370023802,,,,,,,,,,,,,,,,,,,,,,,75.48630389990285,75.50307370023802,75.56939679989591,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HER,XXSAVEX,3333333,7,7,6,j,j,0,VYKXSPC,0,0,0,0,0,12,12,12,,,,,0,3,3,2,,,,,75.58592909993604,,,,,,,,,,,,,,,,,,,,,,,75.56964650005102,75.58592909993604,75.65310950018466,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HER,XXSAVEX,3333333,7,7,6,j,j,0,HLFPYXK,0,0,0,0,0,12,12,12,,,,,0,4,4,4,,,,,75.66936769988388,,,,,,,,,,,,,,,,,,,,,,,75.65337979979813,75.66936769988388,75.73616209998727,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HER,XXSAVEX,3333333,7,7,6,j,j,0,GQKRPDL,0,0,0,0,0,12,12,12,,,,,0,5,5,5,,,,,75.79812789987773,,,,,,,,,,,,,,,,,,,,,,,75.73640380008146,75.79812789987773,75.81932580005378,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HER,XXSAVEX,3333333,7,7,6,j,j,0,HLFPYXK,0,0,0,0,0,12,12,12,,,,,,,,,0,0,0,4,75.95714960014448,,,,,,,,,,,,,,,,,75.94785090023652,75.95714960014448,75.98649200005457,,,,,,,75.81940869987011,75.83596329996362,75.90371260000393,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HER,XXSAVEX,3333333,7,7,6,j,j,0,ZJTSHFP,0,0,0,0,0,12,12,12,,,,,,,,,0,1,1,3,76.00267390022054,,,,,,,,,,,,,,,,,75.98678639996797,76.00267390022054,76.06945199985057,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HER,XXSAVEX,3333333,7,7,6,j,j,0,ZTFYDXH,0,0,0,0,0,12,12,12,,,,,,,,,0,2,2,0,76.0860546999611,,,,,,,,,,,,,,,,,76.06969759985805,76.0860546999611,76.15318759996444,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HER,XXSAVEX,3333333,7,7,6,j,j,0,YGLMSFQ,0,0,0,0,0,12,12,12,,,,,,,,,0,3,3,1,76.16940960008651,,,,,,,,,,,,,,,,,76.15345889981836,76.16940960008651,76.23659169999883,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HER,XXSAVEX,3333333,7,7,6,j,j,0,VYKXSPC,0,0,0,0,0,12,12,12,,,,,,,,,0,4,4,2,76.2526980000548,,,,,,,,,,,,,,,,,76.23685520002618,76.2526980000548,76.31941060023382,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HER,XXSAVEX,3333333,7,7,6,j,j,0,GQKRPDL,0,0,0,0,0,12,12,12,,,,,,,,,0,5,5,5,76.33600840019062,,,,,,,,,,,,,,,,,76.31966709997505,76.33600840019062,76.40290320012718,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,HER,XXSAVEX,3333333,7,7,6,j,j,0,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.40299279987812,76.40302979992703,None,0,76.40320749999955,76.41978489980102,77.40270220022649,77.40270220022649,77.41973719978705,77.70330809988081,j,1,77.6983012999408,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,POSTER,XXSIGNX,2222222,10,3,7,f,f,1,ZTFYDXH,0,0,0,0,0,13,13,13,,,,,0,0,0,0,,,,,80.59036559984088,,,,,,,,,,,77.7037396999076,77.7198072001338,78.7028047000058,78.71988519979641,79.74053840013221,79.68652680004016,80.36991189979017,80.38626650022343,80.45295719988644,80.45301569998264,80.46992349997163,80.53631930006668,80.58128800010309,80.59036559984088,80.62003100011498,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,POSTER,XXSIGNX,2222222,10,3,7,f,f,1,YGLMSFQ,0,0,0,0,0,13,13,13,,,,,0,1,1,1,,,,,80.63625709991902,,,,,,,,,,,,,,,,,,,,,,,80.62029200000688,80.63625709991902,80.70288710016757,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,POSTER,XXSIGNX,2222222,10,3,7,f,f,1,ZJTSHFP,0,0,0,0,0,13,13,13,,,,,,,,,0,0,0,3,80.84079220006242,,,,,,,,,,,,,,,,,80.83154689986259,80.84079220006242,80.86998589988798,,,,,,,80.70296749984846,80.71992859989405,80.78671539993957,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,POSTER,XXSIGNX,2222222,10,3,7,f,f,1,WMYFTGJ,0,0,0,0,0,13,13,13,,,,,,,,,0,1,1,6,80.88621459994465,,,,,,,,,,,,,,,,,80.87024459987879,80.88621459994465,80.95297250011936,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,POSTER,XXSIGNX,2222222,10,3,7,f,f,1,YGLMSFQ,0,0,0,0,0,13,13,13,,,,,,,,,0,2,2,1,80.9699325999245,,,,,,,,,,,,,,,,,80.95321720000356,80.9699325999245,81.03676360007375,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,POSTER,XXSIGNX,2222222,10,3,7,f,f,1,HLFPYXK,0,0,0,0,0,13,13,13,,,,,,,,,0,3,3,4,81.05292249983177,,,,,,,,,,,,,,,,,81.03702360019088,81.05292249983177,81.1200590999797,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,POSTER,XXSIGNX,2222222,10,3,7,f,f,1,ZTFYDXH,0,0,0,0,0,13,13,13,,,,,,,,,0,4,4,0,81.13626749999821,,,,,,,,,,,,,,,,,81.12031849985942,81.13626749999821,81.20316040003672,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,POSTER,XXSIGNX,2222222,10,3,7,f,f,1,GQKRPDL,0,0,0,0,0,13,13,13,,,,,,,,,0,5,5,5,81.22003690013662,,,,,,,,,,,,,,,,,81.20341320009902,81.22003690013662,81.28668490005657,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,POSTER,XXSIGNX,2222222,10,3,7,f,f,1,VYKXSPC,0,0,0,0,0,13,13,13,,,,,,,,,0,6,6,2,81.30295940022916,,,,,,,,,,,,,,,,,81.28694899985567,81.30295940022916,81.37022109981626,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,POSTER,XXSIGNX,2222222,10,3,7,f,f,1,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.37030920013785,81.37034370005131,None,0,81.37054440006614,81.38628009986132,82.37003719992936,82.37003719992936,82.38644000003114,82.6706901001744,f,1,82.65775849996135,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,BAG,XXSACKX,9999999,10,7,3,j,f,1,HLFPYXK,0,0,0,0,0,14,14,14,,,,,0,0,0,4,,,,,85.55708120018244,,,,,,,,,,,82.67111789993942,82.68646020023152,83.68642080016434,83.68642080016434,84.72458089981228,84.67022449988872,85.3374366001226,85.35315949982032,85.42012069979683,85.42017510021105,85.436892000027,85.50324339978397,85.5480049001053,85.55708120018244,85.58745039999485,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,BAG,XXSACKX,9999999,10,7,3,j,f,1,ZJTSHFP,0,0,0,0,0,14,14,14,,,,,0,1,1,3,,,,,85.60313299996778,,,,,,,,,,,,,,,,,,,,,,,85.58777800016105,85.60313299996778,85.66989920008928,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,BAG,XXSACKX,9999999,10,7,3,j,f,1,GQKRPDL,0,0,0,0,0,14,14,14,,,,,0,2,2,5,,,,,85.6868742001243,,,,,,,,,,,,,,,,,,,,,,,85.67014629999176,85.6868742001243,85.75348490010947,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,BAG,XXSACKX,9999999,10,7,3,j,f,1,VYKXSPC,0,0,0,0,0,14,14,14,,,,,0,3,3,2,,,,,85.7702159001492,,,,,,,,,,,,,,,,,,,,,,,85.75373859982938,85.7702159001492,85.83700550021604,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,BAG,XXSACKX,9999999,10,7,3,j,f,1,YGLMSFQ,0,0,0,0,0,14,14,14,,,,,0,4,4,1,,,,,85.85310140019283,,,,,,,,,,,,,,,,,,,,,,,85.83725919993594,85.85310140019283,85.92005399987102,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,BAG,XXSACKX,9999999,10,7,3,j,f,1,ZTFYDXH,0,0,0,0,0,14,14,14,,,,,0,5,5,0,,,,,85.93650470022112,,,,,,,,,,,,,,,,,,,,,,,85.9203031999059,85.93650470022112,86.00326430005953,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,BAG,XXSACKX,9999999,10,7,3,j,f,1,ZTFYDXH,0,0,0,0,0,14,14,14,,,,,,,,,0,0,0,0,86.14190739998594,,,,,,,,,,,,,,,,,86.13229390000924,86.14190739998594,86.16997000016272,,,,,,,86.00335469981655,86.01985350018367,86.087169600185,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,BAG,XXSACKX,9999999,10,7,3,j,f,1,VYKXSPC,0,0,0,0,0,14,14,14,,,,,,,,,0,1,1,2,86.18653259985149,,,,,,,,,,,,,,,,,86.1702119000256,86.18653259985149,86.25338489981368,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,BAG,XXSACKX,9999999,10,7,3,j,f,1,YGLMSFQ,0,0,0,0,0,14,14,14,,,,,,,,,0,2,2,1,86.26988680008799,,,,,,,,,,,,,,,,,86.25366810010746,86.26988680008799,86.33771170023829,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,BAG,XXSACKX,9999999,10,7,3,j,f,1,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.33781220018864,86.3378526000306,None,0,86.3380816001445,86.35359090007842,87.35324010020122,87.35324010020122,87.35324010020122,87.62053720001131,f,1,87.6178962001577,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ACNE,XPIMPLE,4444444,10,1,9,f,f,1,,0,0,0,0,0,15,15,15,,,,,0,0,0,0,,,,,90.50984100019559,,,,,,,,,,,87.62096600001678,87.63664539996535,88.61998749990016,88.63705779984593,89.65777159994468,89.60423009982333,90.28701950004324,90.30345139978454,90.37014390015975,90.37019560020417,90.38672700012103,90.45352379977703,90.49803909985349,,90.50090110022575,,,,,,,,,,,,,,,,,,89.80375149985775,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ACNE,XPIMPLE,4444444,10,1,9,f,f,1,GQKRPDL,0,0,0,0,0,15,15,15,,,,,,,,,0,0,0,5,90.63846469996497,,,,,,,,,,,,,,,,,90.6319079999812,90.63846469996497,90.6702164998278,,,,,,,90.50097359996289,90.50984100019559,90.58681340003386,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ACNE,XPIMPLE,4444444,10,1,9,f,f,1,WMYFTGJ,0,0,0,0,0,15,15,15,,,,,,,,,0,1,1,6,90.68711750023067,,,,,,,,,,,,,,,,,90.67045899992809,90.68711750023067,90.75397610012442,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ACNE,XPIMPLE,4444444,10,1,9,f,f,1,VFDMHQS,0,0,0,0,0,15,15,15,,,,,,,,,0,2,2,8,90.77008320018649,,,,,,,,,,,,,,,,,90.75424019992352,90.77008320018649,90.83714699978009,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ACNE,XPIMPLE,4444444,10,1,9,f,f,1,HLFPYXK,0,0,0,0,0,15,15,15,,,,,,,,,0,3,3,4,90.85380280017853,,,,,,,,,,,,,,,,,90.83740450022742,90.85380280017853,90.9202979998663,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ACNE,XPIMPLE,4444444,10,1,9,f,f,1,YNPLRQW,0,0,0,0,0,15,15,15,,,,,,,,,0,4,4,7,90.9371744999662,,,,,,,,,,,,,,,,,90.92057109996676,90.9371744999662,91.00394000019878,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ACNE,XPIMPLE,4444444,10,1,9,f,f,1,ZJTSHFP,0,0,0,0,0,15,15,15,,,,,,,,,0,5,5,3,91.02015460003167,,,,,,,,,,,,,,,,,91.00418720021844,91.02015460003167,91.08683479996398,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ACNE,XPIMPLE,4444444,10,1,9,f,f,1,VYKXSPC,0,0,0,0,0,15,15,15,,,,,,,,,0,6,6,2,91.10381919983774,,,,,,,,,,,,,,,,,91.0870734998025,91.10381919983774,91.17036959994584,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ACNE,XPIMPLE,4444444,10,1,9,f,f,1,ZTFYDXH,0,0,0,0,0,15,15,15,,,,,,,,,0,7,7,0,91.18678790004924,,,,,,,,,,,,,,,,,91.17064259992912,91.18678790004924,91.2540207002312,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ACNE,XPIMPLE,4444444,10,1,9,f,f,1,YGLMSFQ,0,0,0,0,0,15,15,15,,,,,,,,,0,8,8,1,91.27037320006639,,,,,,,,,,,,,,,,,91.25429189996794,91.27037320006639,91.33692910009995,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,ACNE,XPIMPLE,4444444,10,1,9,f,f,1,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.33701359992847,91.3370480001904,None,0,91.3372349999845,91.35346159990877,92.33681479981169,92.33681479981169,92.35413260012865,92.83797679981217,j,0,92.83433779980987,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MILK,XBRUSHX,6666666,10,1,9,f,j,0,,0,0,0,0,0,16,16,16,,,,,0,0,0,0,,,,,95.7273357999511,,,,,,,,,,,92.83842189982533,92.85389340016991,93.83695469982922,93.85358629981056,94.87497580004856,94.82082779984921,95.50410139979795,95.52072250004858,95.58713580016047,95.58719180012122,95.6037504998967,95.67087560007349,95.71580549981445,,95.71876099985093,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MILK,XBRUSHX,6666666,10,1,9,f,j,0,VFDMHQS,0,0,0,0,0,16,16,16,,,,,,,,,0,0,0,8,95.8582998001948,,,,,,,,,,,,,,,,,95.84914800012484,95.8582998001948,95.88710250006989,,,,,,,95.71882290020585,95.7273357999511,95.80371870007366,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MILK,XBRUSHX,6666666,10,1,9,f,j,0,WMYFTGJ,0,0,0,0,0,16,16,16,,,,,,,,,0,1,1,6,95.90372820012271,,,,,,,,,,,,,,,,,95.88734170002863,95.90372820012271,95.97113500023261,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MILK,XBRUSHX,6666666,10,1,9,f,j,0,YGLMSFQ,0,0,0,0,0,16,16,16,,,,,,,,,0,2,2,1,95.98717649979517,,,,,,,,,,,,,,,,,95.97141359979287,95.98717649979517,96.05372339999303,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MILK,XBRUSHX,6666666,10,1,9,f,j,0,HLFPYXK,0,0,0,0,0,16,16,16,,,,,,,,,0,3,3,4,96.07072950014845,,,,,,,,,,,,,,,,,96.05397030012682,96.07072950014845,96.13715030020103,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MILK,XBRUSHX,6666666,10,1,9,f,j,0,ZTFYDXH,0,0,0,0,0,16,16,16,,,,,,,,,0,4,4,0,96.1538150999695,,,,,,,,,,,,,,,,,96.13740709982812,96.1538150999695,96.22084830002859,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MILK,XBRUSHX,6666666,10,1,9,f,j,0,ZJTSHFP,0,0,0,0,0,16,16,16,,,,,,,,,0,5,5,3,96.23708130000159,,,,,,,,,,,,,,,,,96.22110270010307,96.23708130000159,96.30382299982011,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MILK,XBRUSHX,6666666,10,1,9,f,j,0,GQKRPDL,0,0,0,0,0,16,16,16,,,,,,,,,0,6,6,5,96.32073700008914,,,,,,,,,,,,,,,,,96.30407090019435,96.32073700008914,96.38722119992599,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MILK,XBRUSHX,6666666,10,1,9,f,j,0,VYKXSPC,0,0,0,0,0,16,16,16,,,,,,,,,0,7,7,2,96.4037275002338,,,,,,,,,,,,,,,,,96.3874821998179,96.4037275002338,96.47092489991337,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MILK,XBRUSHX,6666666,10,1,9,f,j,0,YNPLRQW,0,0,0,0,0,16,16,16,,,,,,,,,0,8,8,7,96.48712689988315,,,,,,,,,,,,,,,,,96.4711849000305,96.48712689988315,96.55382549995556,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,MILK,XBRUSHX,6666666,10,1,9,f,j,0,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.55391020001844,96.55394330015406,None,0,96.55412829993293,96.57079849997535,97.55382050015032,97.55382050015032,97.57049479987472,98.50449940003455,f,0,98.49806619994342,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,SCREAM,XSTALEX,7777777,10,7,3,j,j,0,VYKXSPC,0,0,0,0,0,17,17,17,,,,,0,0,0,2,,,,,101.39217429980636,,,,,,,,,,,98.50492799980566,98.52104000002146,99.5038932999596,99.52062080008909,100.54215680016205,100.48775730002671,101.17093650018796,101.18773290002719,101.25416949996725,101.2542365998961,101.27108959993348,101.33781109983101,101.38356090011075,101.39217429980636,101.42076360015199,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,SCREAM,XSTALEX,7777777,10,7,3,j,j,0,HLFPYXK,0,0,0,0,0,17,17,17,,,,,0,1,1,4,,,,,101.43771470012143,,,,,,,,,,,,,,,,,,,,,,,101.42102620005608,101.43771470012143,101.50507909990847,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,SCREAM,XSTALEX,7777777,10,7,3,j,j,0,YGLMSFQ,0,0,0,0,0,17,17,17,,,,,0,2,2,1,,,,,101.52110480004922,,,,,,,,,,,,,,,,,,,,,,,101.50543500017375,101.52110480004922,101.58786540012807,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,SCREAM,XSTALEX,7777777,10,7,3,j,j,0,ZJTSHFP,0,0,0,0,0,17,17,17,,,,,0,3,3,3,,,,,101.60406820010394,,,,,,,,,,,,,,,,,,,,,,,101.58813170017675,101.60406820010394,101.67075640009716,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,SCREAM,XSTALEX,7777777,10,7,3,j,j,0,ZTFYDXH,0,0,0,0,0,17,17,17,,,,,0,4,4,0,,,,,101.6873731999658,,,,,,,,,,,,,,,,,,,,,,,101.6710075000301,101.6873731999658,101.75416669994593,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,SCREAM,XSTALEX,7777777,10,7,3,j,j,0,GQKRPDL,0,0,0,0,0,17,17,17,,,,,0,5,5,5,,,,,101.77072290005162,,,,,,,,,,,,,,,,,,,,,,,101.7544197998941,101.77072290005162,101.83794469991699,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,SCREAM,XSTALEX,7777777,10,7,3,j,j,0,VYKXSPC,0,0,0,0,0,17,17,17,,,,,,,,,0,0,0,2,101.97543510003015,,,,,,,,,,,,,,,,,101.96664889995009,101.97543510003015,102.0041594998911,,,,,,,101.83804430020973,101.8540107998997,101.92080279998481,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,SCREAM,XSTALEX,7777777,10,7,3,j,j,0,ZTFYDXH,0,0,0,0,0,17,17,17,,,,,,,,,0,1,1,0,102.02073210012168,,,,,,,,,,,,,,,,,102.00441939989105,102.02073210012168,102.08785159979016,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,SCREAM,XSTALEX,7777777,10,7,3,j,j,0,YGLMSFQ,0,0,0,0,0,17,17,17,,,,,,,,,0,2,2,1,102.10426349984482,,,,,,,,,,,,,,,,,102.08811740018427,102.10426349984482,102.17093219980597,,,,,,,,,,,,,,,,,,,,,,,,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
single,dual,SCREAM,XSTALEX,7777777,10,7,3,j,j,0,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1710185999982,102.17105280002579,None,0,102.17126790015027,102.18751349998638,103.17083529988304,103.17083529988304,103.18789999978617,104.05534410011023,j,1,104.05042950017378,None,,686480,1,2024-06-21_10h13.06.671,AB,2024.1.1,None,2024-06-21 10h13.15.421268 +0200,
