12.5584 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [3840, 2160]. Using actual size
16.0949 	EXP 	Created blankT2_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='blankT2_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
16.0950 	EXP 	window1: mouseVisible = True
16.1064 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0045 	EXP 	text_instructions: height = 0.02
0.0045 	EXP 	text_instructions: height = 0.02
0.0045 	EXP 	text_instructions: height = 0.02
0.0045 	EXP 	text_instructions: text = 'Instructions\n\nIf you see an odd number, please press the F key on your keyboard.\nIf you see an even number, please press the J key on your keyboard.\nPlease focus your attention and try to respond as accurately and swiftly as possible. Once you are ready, we will begin the test.\n\nIn the dual-target condition, the participants were instructed to identify the number string and the red word when they appeared in the RSVP stream and to make 2 two-alternative forced-choice responses at the end of each trial. These responses indicated whether the number string was even or odd and whether the red word was semantically related or unrelated to the context word presented at the beginning of that trial.'
0.0173 	EXP 	text_instructions: autoDraw = True
67.3761 	EXP 	Imported task_type.xlsx as conditions, 12 conditions, 2 params
67.3765 	EXP 	Created sequence: sequential, trialTypes=12, nReps=1, seed=None
67.3766 	EXP 	New trial (rep=0, index=0): {'task1': 'single', 'task2': 'dual'}
67.5136 	EXP 	Imported wordPairs.xlsx as conditions, 60 conditions, 9 params
67.5144 	EXP 	Created sequence: sequential, trialTypes=60, nReps=1, seed=None
67.5146 	EXP 	New trial (rep=0, index=0): {'T0': 'ANGRY', 'T2': 'XXYELLX', 'T1': 1111111.0, 'lagT0': 7.0, 'lagT1': 7.0, 'lagT2': 6.0, 'responseT1': 'j', 'responseT2': 'j', 'related': 0.0}
67.5236 	DATA 	Keypress: space
67.5275 	EXP 	text_instructions: autoDraw = False
67.5275 	EXP 	context_word: height = 0.05
67.5275 	EXP 	context_word: height = 0.05
67.5275 	EXP 	context_word: height = 0.05
67.5275 	EXP 	context_word: text = 'ANGRY'
67.5275 	EXP 	context_word: autoDraw = True
68.3773 	EXP 	blankContext: autoDraw = True
68.5275 	EXP 	context_word: autoDraw = False
69.4074 	EXP 	Imported distractors.csv as conditions, 6 conditions, 1 params
69.4085 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
69.4087 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'HLFPYXK')])
69.4213 	EXP 	blankContext: autoDraw = False
69.4213 	EXP 	context_word: autoDraw = False
69.4213 	EXP 	blankContext: autoDraw = False
69.4213 	EXP 	text_distractors_2: height = 0.05
69.4213 	EXP 	text_distractors_2: height = 0.05
69.4213 	EXP 	text_distractors_2: height = 0.05
69.4213 	EXP 	text_distractors_2: text = 'HLFPYXK'
69.4213 	EXP 	text_distractors_2: autoDraw = True
69.4609 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'ZTFYDXH')])
69.4774 	EXP 	text_distractors_2: autoDraw = False
69.4774 	EXP 	text_distractors_2: height = 0.05
69.4774 	EXP 	text_distractors_2: height = 0.05
69.4774 	EXP 	text_distractors_2: height = 0.05
69.4774 	EXP 	text_distractors_2: text = 'ZTFYDXH'
69.4774 	EXP 	text_distractors_2: autoDraw = True
69.5451 	EXP 	New trial (rep=0, index=2): OrderedDict([('dist', 'VYKXSPC')])
69.5607 	EXP 	text_distractors_2: autoDraw = False
69.5607 	EXP 	text_distractors_2: height = 0.05
69.5607 	EXP 	text_distractors_2: height = 0.05
69.5607 	EXP 	text_distractors_2: height = 0.05
69.5607 	EXP 	text_distractors_2: text = 'VYKXSPC'
69.5607 	EXP 	text_distractors_2: autoDraw = True
69.6276 	EXP 	New trial (rep=0, index=3): OrderedDict([('dist', 'ZJTSHFP')])
69.6441 	EXP 	text_distractors_2: autoDraw = False
69.6441 	EXP 	text_distractors_2: height = 0.05
69.6441 	EXP 	text_distractors_2: height = 0.05
69.6441 	EXP 	text_distractors_2: height = 0.05
69.6441 	EXP 	text_distractors_2: text = 'ZJTSHFP'
69.6441 	EXP 	text_distractors_2: autoDraw = True
69.7110 	EXP 	New trial (rep=0, index=4): OrderedDict([('dist', 'YGLMSFQ')])
69.7274 	EXP 	text_distractors_2: autoDraw = False
69.7274 	EXP 	text_distractors_2: height = 0.05
69.7274 	EXP 	text_distractors_2: height = 0.05
69.7274 	EXP 	text_distractors_2: height = 0.05
69.7274 	EXP 	text_distractors_2: text = 'YGLMSFQ'
69.7274 	EXP 	text_distractors_2: autoDraw = True
69.7944 	EXP 	New trial (rep=0, index=5): OrderedDict([('dist', 'GQKRPDL')])
69.8107 	EXP 	text_distractors_2: autoDraw = False
69.8107 	EXP 	text_distractors_2: height = 0.05
69.8107 	EXP 	text_distractors_2: height = 0.05
69.8107 	EXP 	text_distractors_2: height = 0.05
69.8107 	EXP 	text_distractors_2: text = 'GQKRPDL'
69.8107 	EXP 	text_distractors_2: autoDraw = True
69.8942 	EXP 	text_distractors_2: autoDraw = False
69.8942 	EXP 	text_T1: height = 0.05
69.8942 	EXP 	text_T1: height = 0.05
69.8942 	EXP 	text_T1: height = 0.05
69.8942 	EXP 	text_T1: text = '1111111.0'
69.8942 	EXP 	text_T1: autoDraw = True
70.0068 	EXP 	Imported distractors.csv as conditions, 6 conditions, 1 params
70.0071 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
70.0073 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'ZJTSHFP')])
70.0159 	EXP 	text_T1: autoDraw = False
70.0159 	EXP 	text_distractors: height = 0.05
70.0159 	EXP 	text_distractors: height = 0.05
70.0159 	EXP 	text_distractors: height = 0.05
70.0159 	EXP 	text_distractors: text = 'ZJTSHFP'
70.0159 	EXP 	text_distractors: autoDraw = True
70.0443 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'ZTFYDXH')])
70.0607 	EXP 	text_distractors: autoDraw = False
70.0607 	EXP 	text_distractors: height = 0.05
70.0607 	EXP 	text_distractors: height = 0.05
70.0607 	EXP 	text_distractors: height = 0.05
70.0607 	EXP 	text_distractors: text = 'ZTFYDXH'
70.0607 	EXP 	text_distractors: autoDraw = True
70.1280 	EXP 	New trial (rep=0, index=2): OrderedDict([('dist', 'HLFPYXK')])
70.1441 	EXP 	text_distractors: autoDraw = False
70.1441 	EXP 	text_distractors: height = 0.05
70.1441 	EXP 	text_distractors: height = 0.05
70.1441 	EXP 	text_distractors: height = 0.05
70.1441 	EXP 	text_distractors: text = 'HLFPYXK'
70.1441 	EXP 	text_distractors: autoDraw = True
70.2114 	EXP 	New trial (rep=0, index=3): OrderedDict([('dist', 'YGLMSFQ')])
70.2277 	EXP 	text_distractors: autoDraw = False
70.2277 	EXP 	text_distractors: height = 0.05
70.2277 	EXP 	text_distractors: height = 0.05
70.2277 	EXP 	text_distractors: height = 0.05
70.2277 	EXP 	text_distractors: text = 'YGLMSFQ'
70.2277 	EXP 	text_distractors: autoDraw = True
70.2944 	EXP 	New trial (rep=0, index=4): OrderedDict([('dist', 'VYKXSPC')])
70.3108 	EXP 	text_distractors: autoDraw = False
70.3108 	EXP 	text_distractors: height = 0.05
70.3108 	EXP 	text_distractors: height = 0.05
70.3108 	EXP 	text_distractors: height = 0.05
70.3108 	EXP 	text_distractors: text = 'VYKXSPC'
70.3108 	EXP 	text_distractors: autoDraw = True
70.3785 	EXP 	New trial (rep=0, index=5): OrderedDict([('dist', 'GQKRPDL')])
70.3941 	EXP 	text_distractors: autoDraw = False
70.3941 	EXP 	text_distractors: height = 0.05
70.3941 	EXP 	text_distractors: height = 0.05
70.3941 	EXP 	text_distractors: height = 0.05
70.3941 	EXP 	text_distractors: text = 'GQKRPDL'
70.3941 	EXP 	text_distractors: autoDraw = True
70.4775 	EXP 	text_distractors: autoDraw = False
70.4775 	EXP 	text_T2: height = 0.05
70.4775 	EXP 	text_T2: height = 0.05
70.4775 	EXP 	text_T2: height = 0.05
70.4775 	EXP 	text_T2: text = 'XXYELLX'
70.4775 	EXP 	text_T2: autoDraw = True
70.5907 	EXP 	Imported distractors.csv as conditions, 6 conditions, 1 params
70.5910 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
70.5911 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'ZJTSHFP')])
70.6003 	EXP 	text_T2: autoDraw = False
70.6003 	EXP 	text_distractors_2: height = 0.05
70.6003 	EXP 	text_distractors_2: height = 0.05
70.6003 	EXP 	text_distractors_2: height = 0.05
70.6003 	EXP 	text_distractors_2: text = 'ZJTSHFP'
70.6003 	EXP 	text_distractors_2: autoDraw = True
70.6277 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'HLFPYXK')])
70.6441 	EXP 	text_distractors_2: autoDraw = False
70.6441 	EXP 	text_distractors_2: height = 0.05
70.6441 	EXP 	text_distractors_2: height = 0.05
70.6441 	EXP 	text_distractors_2: height = 0.05
70.6441 	EXP 	text_distractors_2: text = 'HLFPYXK'
70.6441 	EXP 	text_distractors_2: autoDraw = True
70.7110 	EXP 	New trial (rep=0, index=2): OrderedDict([('dist', 'ZTFYDXH')])
70.7274 	EXP 	text_distractors_2: autoDraw = False
70.7274 	EXP 	text_distractors_2: height = 0.05
70.7274 	EXP 	text_distractors_2: height = 0.05
70.7274 	EXP 	text_distractors_2: height = 0.05
70.7274 	EXP 	text_distractors_2: text = 'ZTFYDXH'
70.7274 	EXP 	text_distractors_2: autoDraw = True
70.7945 	EXP 	New trial (rep=0, index=3): OrderedDict([('dist', 'VYKXSPC')])
70.8108 	EXP 	text_distractors_2: autoDraw = False
70.8108 	EXP 	text_distractors_2: height = 0.05
70.8108 	EXP 	text_distractors_2: height = 0.05
70.8108 	EXP 	text_distractors_2: height = 0.05
70.8108 	EXP 	text_distractors_2: text = 'VYKXSPC'
70.8108 	EXP 	text_distractors_2: autoDraw = True
70.8778 	EXP 	New trial (rep=0, index=4): OrderedDict([('dist', 'GQKRPDL')])
70.8942 	EXP 	text_distractors_2: autoDraw = False
70.8942 	EXP 	text_distractors_2: height = 0.05
70.8942 	EXP 	text_distractors_2: height = 0.05
70.8942 	EXP 	text_distractors_2: height = 0.05
70.8942 	EXP 	text_distractors_2: text = 'GQKRPDL'
70.8942 	EXP 	text_distractors_2: autoDraw = True
70.9611 	EXP 	New trial (rep=0, index=5): OrderedDict([('dist', 'YGLMSFQ')])
70.9774 	EXP 	text_distractors_2: autoDraw = False
70.9774 	EXP 	text_distractors_2: height = 0.05
70.9774 	EXP 	text_distractors_2: height = 0.05
70.9774 	EXP 	text_distractors_2: height = 0.05
70.9774 	EXP 	text_distractors_2: text = 'YGLMSFQ'
70.9774 	EXP 	text_distractors_2: autoDraw = True
71.0612 	EXP 	text_distractors_2: autoDraw = False
71.0612 	EXP 	blankT1_1: autoDraw = False
71.0612 	EXP 	text_T1ask: autoDraw = False
71.0612 	EXP 	blankT1_2: autoDraw = False
71.0612 	EXP 	blankT2_1: autoDraw = True
72.0445 	EXP 	text_T2ask: autoDraw = True
72.0610 	EXP 	blankT2_1: autoDraw = False
74.0451 	EXP 	text_T2ask: autoDraw = False
74.0451 	EXP 	blankT2_2: autoDraw = True
75.0285 	EXP 	New trial (rep=0, index=1): {'T0': 'WEEDS', 'T2': 'XXEGGSX', 'T1': 1111111.0, 'lagT0': 7.0, 'lagT1': 7.0, 'lagT2': 6.0, 'responseT1': 'j', 'responseT2': 'j', 'related': 0.0}
75.0443 	EXP 	blankT2_2: autoDraw = False
75.0443 	EXP 	blankT2_1: autoDraw = False
75.0443 	EXP 	text_T2ask: autoDraw = False
75.0443 	EXP 	blankT2_2: autoDraw = False
75.0443 	EXP 	context_word: height = 0.05
75.0443 	EXP 	context_word: height = 0.05
75.0443 	EXP 	context_word: height = 0.05
75.0443 	EXP 	context_word: text = 'WEEDS'
75.0443 	EXP 	context_word: autoDraw = True
76.0446 	EXP 	context_word: autoDraw = False
76.0446 	EXP 	blankContext: autoDraw = True
77.0740 	EXP 	Imported distractors.csv as conditions, 6 conditions, 1 params
77.0743 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
77.0745 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'YGLMSFQ')])
77.0809 	EXP 	blankContext: autoDraw = False
77.0809 	EXP 	context_word: autoDraw = False
77.0809 	EXP 	blankContext: autoDraw = False
77.0809 	EXP 	text_distractors_2: text = 'YGLMSFQ'
77.0809 	EXP 	text_distractors_2: autoDraw = True
77.1281 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'GQKRPDL')])
77.1445 	EXP 	text_distractors_2: autoDraw = False
77.1445 	EXP 	text_distractors_2: height = 0.05
77.1445 	EXP 	text_distractors_2: height = 0.05
77.1445 	EXP 	text_distractors_2: height = 0.05
77.1445 	EXP 	text_distractors_2: text = 'GQKRPDL'
77.1445 	EXP 	text_distractors_2: autoDraw = True
77.2114 	EXP 	New trial (rep=0, index=2): OrderedDict([('dist', 'ZJTSHFP')])
77.2278 	EXP 	text_distractors_2: autoDraw = False
77.2278 	EXP 	text_distractors_2: height = 0.05
77.2278 	EXP 	text_distractors_2: height = 0.05
77.2278 	EXP 	text_distractors_2: height = 0.05
77.2278 	EXP 	text_distractors_2: text = 'ZJTSHFP'
77.2278 	EXP 	text_distractors_2: autoDraw = True
77.2947 	EXP 	New trial (rep=0, index=3): OrderedDict([('dist', 'VYKXSPC')])
77.3112 	EXP 	text_distractors_2: autoDraw = False
77.3112 	EXP 	text_distractors_2: height = 0.05
77.3112 	EXP 	text_distractors_2: height = 0.05
77.3112 	EXP 	text_distractors_2: height = 0.05
77.3112 	EXP 	text_distractors_2: text = 'VYKXSPC'
77.3112 	EXP 	text_distractors_2: autoDraw = True
77.3780 	EXP 	New trial (rep=0, index=4): OrderedDict([('dist', 'ZTFYDXH')])
77.3945 	EXP 	text_distractors_2: autoDraw = False
77.3945 	EXP 	text_distractors_2: height = 0.05
77.3945 	EXP 	text_distractors_2: height = 0.05
77.3945 	EXP 	text_distractors_2: height = 0.05
77.3945 	EXP 	text_distractors_2: text = 'ZTFYDXH'
77.3945 	EXP 	text_distractors_2: autoDraw = True
77.4614 	EXP 	New trial (rep=0, index=5): OrderedDict([('dist', 'HLFPYXK')])
77.4778 	EXP 	text_distractors_2: autoDraw = False
77.4778 	EXP 	text_distractors_2: height = 0.05
77.4778 	EXP 	text_distractors_2: height = 0.05
77.4778 	EXP 	text_distractors_2: height = 0.05
77.4778 	EXP 	text_distractors_2: text = 'HLFPYXK'
77.4778 	EXP 	text_distractors_2: autoDraw = True
77.5611 	EXP 	text_distractors_2: autoDraw = False
77.5611 	EXP 	text_T1: text = '1111111.0'
77.5611 	EXP 	text_T1: autoDraw = True
77.6730 	EXP 	Imported distractors.csv as conditions, 6 conditions, 1 params
77.6733 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
77.6735 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'ZTFYDXH')])
77.6816 	EXP 	text_T1: autoDraw = False
77.6816 	EXP 	text_distractors: height = 0.05
77.6816 	EXP 	text_distractors: height = 0.05
77.6816 	EXP 	text_distractors: height = 0.05
77.6816 	EXP 	text_distractors: text = 'ZTFYDXH'
77.6816 	EXP 	text_distractors: autoDraw = True
77.7114 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'VYKXSPC')])
77.7280 	EXP 	text_distractors: autoDraw = False
77.7280 	EXP 	text_distractors: height = 0.05
77.7280 	EXP 	text_distractors: height = 0.05
77.7280 	EXP 	text_distractors: height = 0.05
77.7280 	EXP 	text_distractors: text = 'VYKXSPC'
77.7280 	EXP 	text_distractors: autoDraw = True
77.7949 	EXP 	New trial (rep=0, index=2): OrderedDict([('dist', 'ZJTSHFP')])
77.8112 	EXP 	text_distractors: autoDraw = False
77.8112 	EXP 	text_distractors: height = 0.05
77.8112 	EXP 	text_distractors: height = 0.05
77.8112 	EXP 	text_distractors: height = 0.05
77.8112 	EXP 	text_distractors: text = 'ZJTSHFP'
77.8112 	EXP 	text_distractors: autoDraw = True
77.8791 	EXP 	New trial (rep=0, index=3): OrderedDict([('dist', 'YGLMSFQ')])
77.8950 	EXP 	text_distractors: autoDraw = False
77.8950 	EXP 	text_distractors: height = 0.05
77.8950 	EXP 	text_distractors: height = 0.05
77.8950 	EXP 	text_distractors: height = 0.05
77.8950 	EXP 	text_distractors: text = 'YGLMSFQ'
77.8950 	EXP 	text_distractors: autoDraw = True
