taskType_loop.thisRepN,taskType_loop.thisTrialN,taskType_loop.thisN,taskType_loop.thisIndex,task1,task2,thisRow.t,notes,instructions.started,text_instructions.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,settings.started,participant,order [1: single-dual or 2: dual-single],date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.02435360010713339,0.04064889997243881,0.04064889997243881,3.4905413002707064,space,3.477543900255114,None,,027614,1,2024-06-21_10h08.12.735,AB,2024.1.1,None,2024-06-21 10h08.17.708869 +0200,
,,,,,,,,,,,,,,,3.496942600235343,,,,,,,,
