task1,task2,thisN,thisTrialN,thisRepN,T0,T2,T1,lagT0,lagT1,lagT2,responseT1,responseT2,related,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_T1.keys,key_resp_T1.corr,key_resp_T2.keys,key_resp_T2.corr,key_resp_T2.rt,key_resp_T2.duration,press_to_continue.keys,key_resp_T1.rt,key_resp_T1.duration,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trials_T0_context.thisRepN,trials_T0_context.thisTrialN,trials_T0_context.thisN,trials_T0_context.thisIndex,trials_T1.thisRepN,trials_T1.thisTrialN,trials_T1.thisN,trials_T1.thisIndex,trials_T2.thisRepN,trials_T2.thisTrialN,trials_T2.thisN,trials_T2.thisIndex,thisRow.t,notes,set_block.started,set_block.stopped,instructions.started,text_instructions.started,key_resp.started,instructions.stopped,block.key_resp.keys,block.key_resp.rt,block.key_resp.duration,set_trial.started,set_trial.stopped,T0_context.started,context_word.started,blankContext.started,context_word.stopped,blankContext.stopped,T0_context.stopped,distractor_T0,distractors_T0.started,text_distr_T0.started,text_distr_T0.stopped,text_blank_distractors_T0.started,text_blank_distractors_T0.stopped,distractors_T0.stopped,T1_number.started,text_T1.started,text_T1.stopped,text_blank_number_T1.started,text_blank_number_T1.stopped,T1_number.stopped,distractor_T1,distractors_T1.started,distractors_T1.stopped,T2_probe.started,text_T2.started,text_T2.stopped,text_blank_T2_probe.started,text_blank_T2_probe.stopped,T2_probe.stopped,distractor_T2,distractors_T2.started,text_distr_T2.started,text_distr_T2.stopped,text_blank_distractors_T2.started,text_blank_distractors_T2.stopped,distractors_T2.stopped,blank_1s.started,text_blank1s.started,text_blank1s.stopped,blank_1s.stopped,Ask_T1.started,Ask_T1.stopped,trial.key_resp_T1.keys,trial.key_resp_T1.corr,blank_T1T2.started,blank_T1T2.stopped,Ask_T2.started,text_T2ask.started,key_resp_T2.started,Ask_T2.stopped,trial.key_resp_T2.keys,trial.key_resp_T2.corr,trial.key_resp_T2.rt,trial.key_resp_T2.duration,blank_2s.started,text_blank2s.started,text_blank2s.stopped,blank_2s.stopped,text_distr_T1.started,text_distr_T1.stopped,text_blank_distractors_T1.started,text_blank_distractors_T1.stopped,rest.started,text_rest.started,press_to_continue.started,rest.stopped,block.press_to_continue.keys,text_T2ask.stopped,key_resp_T2.stopped,text_rest.stopped,press_to_continue.stopped,text_T1ask.started,key_resp_T1.started,text_T1ask.stopped,key_resp_T1.stopped,text_blankT1T2.started,text_blankT1T2.stopped,trial.key_resp_T1.rt,trial.key_resp_T1.duration,end.started,text_thanks.started,end.stopped,participant,order [1: single-dual or 2: dual-single],refresh rate (Hz),port address,language,date,expName,psychopyVersion,frameRate,expStart,
single,dual,7,0,7,READ,XWRITEX,7777777.0,10,7,3,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,1,1,1,7,0,7,0,,,,,,,,,73.0265703999903,,,,,,,,,,,,,,,,,,,LFJDWVM,73.01413769996725,73.0265703999903,73.05995879997499,73.05995879997499,73.10990609996952,73.095611799974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,8,0,8,READ,XWRITEX,7777777.0,10,7,3,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,1,1,1,8,0,8,0,,,,,,,,,73.10990609996952,,,,,,,,,,,,,,,,,,,SQWBDHZ,73.09722529980354,73.10990609996952,73.1432015998289,73.1432015998289,73.19304279983044,73.17922699986957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,0,0,0,READ,XWRITEX,7777777.0,10,7,3,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,0,0,0,0,,,,,73.27645799983293,,,,,,,,,,,,,,,,,,,,,,,,,,73.18470609979704,73.19304279983044,73.22659279988147,73.22659279988147,73.27645799983293,73.26250919979066,CNFBSWM,73.264247499872,73.34591679996811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27645799983293,73.30987889994867,73.30987889994867,73.35988369979896,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,1,0,1,READ,XWRITEX,7777777.0,10,7,3,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,1,0,1,0,,,,,73.35988369979896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BYZWSFT,73.34749919991009,73.42927819979377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.35988369979896,73.39315439993516,73.39315439993516,73.44328080001287,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,2,0,2,READ,XWRITEX,7777777.0,10,7,3,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,2,0,2,0,,,,,73.44328080001287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LRGQYMN,73.43094219989143,73.51270129997283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.44328080001287,73.47647739993408,73.47647739993408,73.52655710000545,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,3,0,3,READ,XWRITEX,7777777.0,10,7,3,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,3,0,3,0,,,,,73.52655710000545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VZNXSQF,73.51438039983623,73.59583599981852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.52655710000545,73.55987869994715,73.55987869994715,73.61010099994019,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,4,0,4,READ,XWRITEX,7777777.0,10,7,3,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,4,0,4,0,,,,,73.61010099994019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WMRQDYT,73.59740839991719,73.67927760002203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61010099994019,73.6432274999097,73.6432274999097,73.69308549980633,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,5,0,5,READ,XWRITEX,7777777.0,10,7,3,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,5,0,5,0,,,,,73.69308549980633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CQNDRYW,73.68116579996422,73.76201760000549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.69308549980633,73.72662989981472,73.72662989981472,73.77656669984572,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,0,0,0,READ,XWRITEX,7777777.0,10,7,3,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,0,0,0,0,73.85962919984013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.765533400001,73.77656669984572,73.80974129983224,73.80974129983224,73.85962919984013,73.84610399999656,CQNDRYW,73.847821299918,73.85962919984013,73.89303749985993,73.89303749985993,73.94338049995713,73.92921400000341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,1,0,1,READ,XWRITEX,7777777.0,10,7,3,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,1,0,1,0,73.94338049995713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDXKHSJ,73.93077969993465,73.94338049995713,73.97640859987587,73.97640859987587,74.02630819985643,74.01252989983186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,2,0,2,READ,XWRITEX,7777777.0,10,7,3,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,2,0,2,0,74.02630819985643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HKGNQRP,74.01439319993369,74.02630819985643,74.06006779987365,74.06006779987365,74.10998829989694,74.09575719991699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,1,1,0,READ,XWRITEX,7777777.0,10,7,3,f,f,related,None,,,None,0,j,0,0.9061131000053138,None,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.09768449980766,74.10998829989694,,75.10145209985785,75.1015409999527,75.10161659982987,None,0,75.10171959991567,75.10177910001948,75.10182969993912,75.11010269983672,75.11010269983672,76.04635520000011,j,0,0.9061131000053138,None,76.046437199926,76.0599342000205,78.05968349985778,78.04620320000686,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,0,0,0,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,0,0,0,0,,,,,,,,,80.05995669984259,,,,,,,,,,,78.04653349984437,78.04679629998282,78.04862949997187,78.05968349985778,79.06000089994632,79.06000089994632,80.05995669984259,80.04627950000577,WVDXSNB,80.04819739982486,80.05995669984259,80.0933351998683,80.0933351998683,80.14320509997196,80.12951509980485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,1,0,1,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,1,0,1,0,,,,,,,,,80.14320509997196,,,,,,,,,,,,,,,,,,,YRKZLGS,80.13128859992139,80.14320509997196,80.17662159982137,80.17662159982137,80.22667120001279,80.21297609992325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,2,0,2,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,2,0,2,0,,,,,,,,,80.22667120001279,,,,,,,,,,,,,,,,,,,LKXVYJC,80.21473839995451,80.22667120001279,80.25987909990363,80.25987909990363,80.3097444998566,80.29623599979095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,3,0,3,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,3,0,3,0,,,,,,,,,80.3097444998566,,,,,,,,,,,,,,,,,,,VBNTDGY,80.29825129988603,80.3097444998566,80.34333919989876,80.34333919989876,80.3933160000015,80.37947329995222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,4,0,4,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,4,0,4,0,,,,,,,,,80.3933160000015,,,,,,,,,,,,,,,,,,,BTNDJWF,80.38135429983959,80.3933160000015,80.42644189996645,80.42644189996645,80.47658659983426,80.46288089989685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,5,0,5,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,5,0,5,0,,,,,,,,,80.47658659983426,,,,,,,,,,,,,,,,,,,WJSKGHX,80.4646628999617,80.47658659983426,80.51001399988309,80.51001399988309,80.56005359999835,80.54604669986293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,6,0,6,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,6,0,6,0,,,,,,,,,80.56005359999835,,,,,,,,,,,,,,,,,,,YGVZJWB,80.54781429981813,80.56005359999835,80.59305729996413,80.59305729996413,80.65997999999672,80.63541279989295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,7,0,7,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,7,0,7,0,,,,,,,,,80.65997999999672,,,,,,,,,,,,,,,,,,,XTDHRCJ,80.64089599996805,80.65997999999672,80.69377339980565,80.69377339980565,80.74389729998074,80.73254089988768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,8,0,8,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,8,0,8,0,,,,,,,,,80.74389729998074,,,,,,,,,,,,,,,,,,,NVPLRDJ,80.7359435998369,80.74389729998074,80.77682679984719,80.77682679984719,80.84316179994494,80.81581519986503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,0,0,0,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,0,0,0,0,,,,,80.92676559998654,,,,,,,,,,,,,,,,,,,,,,,,,,80.82444929983467,80.84316179994494,80.8766433999408,80.8766433999408,80.92676559998654,80.91336419992149,WTHJPYZ,80.91550230002031,80.9966020998545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.92676559998654,80.96001759986393,80.96001759986393,81.00988569995388,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,1,0,1,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,1,0,1,0,,,,,81.00988569995388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBFWKM,80.99861159990542,81.07993589993566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.00988569995388,81.04340969980694,81.04340969980694,81.09340879996307,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,2,0,2,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,2,0,2,0,,,,,81.09340879996307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XMTFYZW,81.08193410001695,81.16330499993637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.09340879996307,81.12656999984756,81.12656999984756,81.17645589984022,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,3,0,3,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,3,0,3,0,,,,,81.17645589984022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GNPLWBQ,81.16562119987793,81.24664449994452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.17645589984022,81.21008499991149,81.21008499991149,81.25986390002072,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,4,0,4,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,4,0,4,0,,,,,81.25986390002072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WSZCHQX,81.24882259988226,81.32997299986891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.25986390002072,81.29313369980082,81.29313369980082,81.34338059998117,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,5,0,5,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,5,0,5,0,,,,,81.34338059998117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HDFSNCJ,81.3319830999244,81.41305309999734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.34338059998117,81.37674409989268,81.37674409989268,81.426771099912,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,0,0,0,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,0,0,0,0,81.51001470000483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.41753420000896,81.426771099912,81.46000969992019,81.46000969992019,81.51001470000483,81.49602789990604,HDFSNCJ,81.49799399985932,81.51001470000483,81.5434355000034,81.5434355000034,81.59338429989293,81.5791393998079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,1,0,1,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,1,0,1,0,81.59338429989293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZPHVQDS,81.58071729983203,81.59338429989293,81.62669399986044,81.62669399986044,81.67666619992815,81.66278269980103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,2,0,2,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,2,0,2,0,81.67666619992815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BWHNSTP,81.66436959989369,81.67666619992815,81.71001609996893,81.71001609996893,81.75944159994833,81.74602580000646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,2,2,0,SALAD,XXHANDX,3333333.0,10,7,3,f,j,unrelated,None,,,None,0,j,1,0.8974419001024216,None,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.74795340001583,81.75944159994833,,82.74655909999274,82.74659749981947,82.74663009983487,None,0,82.74667569994926,82.74670079979114,82.74672239995562,82.75965999998152,82.75965999998152,83.68060909979977,j,1,0.8974419001024216,None,83.68070609983988,83.69342419994064,85.69341099984013,85.67954849987291,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,0,0,0,THIRSTY,XWATERX,7777777.0,10,1,9,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,3,3,3,0,0,0,0,,,,,,,,,87.69332349998876,,,,,,,,,,,85.67986559984274,85.68014229997061,85.68166260002181,85.69341099984013,86.69339119992219,86.69339119992219,87.69332349998876,87.67952509992756,XHNCGLT,87.68136309995316,87.69332349998876,87.72676129988395,87.72676129988395,87.77668439992703,87.76227169996127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,1,0,1,THIRSTY,XWATERX,7777777.0,10,1,9,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,3,3,3,1,0,1,0,,,,,,,,,87.77668439992703,,,,,,,,,,,,,,,,,,,MBGRWYZ,87.76384289981797,87.77668439992703,87.81005849991925,87.81005849991925,87.86022499995306,87.84601639979519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,2,0,2,THIRSTY,XWATERX,7777777.0,10,1,9,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,3,3,3,2,0,2,0,,,,,,,,,87.86022499995306,,,,,,,,,,,,,,,,,,,BSRNKHG,87.84757979982533,87.86022499995306,87.89326179982163,87.89326179982163,87.94342069979757,87.92930499999784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,3,0,3,THIRSTY,XWATERX,7777777.0,10,1,9,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,3,3,3,3,0,3,0,,,,,,,,,87.94342069979757,,,,,,,,,,,,,,,,,,,DXTLVKF,87.93085110001266,87.94342069979757,87.97690649982542,87.97690649982542,88.02690219995566,88.01257809996605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,4,0,4,THIRSTY,XWATERX,7777777.0,10,1,9,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,3,3,3,4,0,4,0,,,,,,,,,88.02690219995566,,,,,,,,,,,,,,,,,,,JFYKVQH,88.01415789988823,88.02690219995566,88.05993329989724,88.05993329989724,88.11013329983689,88.09613939980045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,5,0,5,THIRSTY,XWATERX,7777777.0,10,1,9,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,3,3,3,5,0,5,0,,,,,,,,,88.11013329983689,,,,,,,,,,,,,,,,,,,VCKBWQS,88.09790229983628,88.11013329983689,88.14356209989637,88.14356209989637,88.19345079991035,88.17913219984621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,6,0,6,THIRSTY,XWATERX,7777777.0,10,1,9,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,3,3,3,6,0,6,0,,,,,,,,,88.19345079991035,,,,,,,,,,,,,,,,,,,DYJWCMG,88.180709999986,88.19345079991035,88.2267756999936,88.2267756999936,88.27678349986672,88.26289999997243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
single,dual,7,0,7,THIRSTY,XWATERX,7777777.0,10,1,9,f,f,related,None,,,,,,,,,,,,0,2,2,2,0,3,3,3,7,0,7,0,,,,,,,,,88.27678349986672,,,,,,,,,,,,,,,,,,,FVBQXGP,88.26447529997677,88.27678349986672,88.31013279990293,88.31013279990293,88.35999759985134,88.34616069984622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983509,1,60,0xC000,en,2025-03-19_20h53.13.046,AB,2024.2.4,59.87876942651462,2025-03-19 20h53.21.354040 +0500,
