9.4002 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [3840, 2160]. Using actual size
12.6377 	EXP 	Created blankT1_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='blankT1_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.6378 	EXP 	window1: mouseVisible = True
12.6393 	EXP 	Created blankT2_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='blankT2_1', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.6394 	EXP 	window1: mouseVisible = True
12.6470 	EXP 	Created text_T2ask = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_T2ask', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='?\n\nRelated-F    Unrelated-J', units='height', win=Window(...), wrapWidth=1)
12.6471 	EXP 	window1: mouseVisible = True
12.6486 	EXP 	Created blankT2_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='blankT2_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.6487 	EXP 	window1: mouseVisible = True
12.6598 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0066 	EXP 	text_instructions: height = 0.02
0.0066 	EXP 	text_instructions: height = 0.02
0.0066 	EXP 	text_instructions: height = 0.02
0.0066 	EXP 	text_instructions: text = 'Instructions\n\nIf you see an odd number, please press the F key on your keyboard.\nIf you see an even number, please press the J key on your keyboard.\nPlease focus your attention and try to respond as accurately and swiftly as possible. Once you are ready, we will begin the test.'
0.0236 	EXP 	text_instructions: autoDraw = True
5.4232 	EXP 	Imported task_type.xlsx as conditions, 12 conditions, 2 params
5.4236 	EXP 	Created sequence: sequential, trialTypes=12, nReps=1, seed=None
5.4238 	EXP 	New trial (rep=0, index=0): {'task1': 'single', 'task2': 'dual'}
5.5534 	EXP 	Imported wordPairs.xlsx as conditions, 60 conditions, 9 params
5.5543 	EXP 	Created sequence: sequential, trialTypes=60, nReps=1, seed=None
5.5544 	EXP 	New trial (rep=0, index=0): {'T0': 'AFRAID', 'T2': 'XXFEARX', 'T1': 3333333, 'lagT0': 10, 'lagT1': 3, 'lagT2': 7, 'responseT1': 'j', 'responseT2': 'f', 'related': 1}
5.5619 	DATA 	Keypress: space
5.5655 	EXP 	text_instructions: autoDraw = False
5.5655 	EXP 	context_word: height = 0.05
5.5655 	EXP 	context_word: height = 0.05
5.5655 	EXP 	context_word: height = 0.05
5.5655 	EXP 	context_word: text = 'AFRAID'
5.5655 	EXP 	context_word: autoDraw = True
6.4323 	EXP 	blankContext: autoDraw = True
6.5662 	EXP 	context_word: autoDraw = False
7.4620 	EXP 	Imported distractors.csv as conditions, 9 conditions, 1 params
7.4624 	EXP 	Created sequence: random, trialTypes=9, nReps=1, seed=None
7.4625 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'YNPLRQW')])
7.4752 	EXP 	blankContext: autoDraw = False
7.4752 	EXP 	context_word: autoDraw = False
7.4752 	EXP 	blankContext: autoDraw = False
7.4752 	EXP 	text_distractors_2: height = 0.05
7.4752 	EXP 	text_distractors_2: height = 0.05
7.4752 	EXP 	text_distractors_2: height = 0.05
7.4752 	EXP 	text_distractors_2: text = 'YNPLRQW'
7.4752 	EXP 	text_distractors_2: autoDraw = True
7.5160 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'VYKXSPC')])
7.5324 	EXP 	text_distractors_2: autoDraw = False
7.5324 	EXP 	text_distractors_2: height = 0.05
7.5324 	EXP 	text_distractors_2: height = 0.05
7.5324 	EXP 	text_distractors_2: height = 0.05
7.5324 	EXP 	text_distractors_2: text = 'VYKXSPC'
7.5324 	EXP 	text_distractors_2: autoDraw = True
7.5993 	EXP 	New trial (rep=0, index=2): OrderedDict([('dist', 'GQKRPDL')])
7.6157 	EXP 	text_distractors_2: autoDraw = False
7.6157 	EXP 	text_distractors_2: height = 0.05
7.6157 	EXP 	text_distractors_2: height = 0.05
7.6157 	EXP 	text_distractors_2: height = 0.05
7.6157 	EXP 	text_distractors_2: text = 'GQKRPDL'
7.6157 	EXP 	text_distractors_2: autoDraw = True
7.6830 	EXP 	New trial (rep=0, index=3): OrderedDict([('dist', 'ZJTSHFP')])
7.6991 	EXP 	text_distractors_2: autoDraw = False
7.6991 	EXP 	text_distractors_2: height = 0.05
7.6991 	EXP 	text_distractors_2: height = 0.05
7.6991 	EXP 	text_distractors_2: height = 0.05
7.6991 	EXP 	text_distractors_2: text = 'ZJTSHFP'
7.6991 	EXP 	text_distractors_2: autoDraw = True
7.7660 	EXP 	New trial (rep=0, index=4): OrderedDict([('dist', 'WMYFTGJ')])
7.7824 	EXP 	text_distractors_2: autoDraw = False
7.7824 	EXP 	text_distractors_2: height = 0.05
7.7824 	EXP 	text_distractors_2: height = 0.05
7.7824 	EXP 	text_distractors_2: height = 0.05
7.7824 	EXP 	text_distractors_2: text = 'WMYFTGJ'
7.7824 	EXP 	text_distractors_2: autoDraw = True
7.8493 	EXP 	New trial (rep=0, index=5): OrderedDict([('dist', 'VFDMHQS')])
7.8660 	EXP 	text_distractors_2: autoDraw = False
7.8660 	EXP 	text_distractors_2: height = 0.05
7.8660 	EXP 	text_distractors_2: height = 0.05
7.8660 	EXP 	text_distractors_2: height = 0.05
7.8660 	EXP 	text_distractors_2: text = 'VFDMHQS'
7.8660 	EXP 	text_distractors_2: autoDraw = True
7.9333 	EXP 	New trial (rep=0, index=6): OrderedDict([('dist', 'HLFPYXK')])
7.9490 	EXP 	text_distractors_2: autoDraw = False
7.9490 	EXP 	text_distractors_2: height = 0.05
7.9490 	EXP 	text_distractors_2: height = 0.05
7.9490 	EXP 	text_distractors_2: height = 0.05
7.9490 	EXP 	text_distractors_2: text = 'HLFPYXK'
7.9490 	EXP 	text_distractors_2: autoDraw = True
8.0161 	EXP 	New trial (rep=0, index=7): OrderedDict([('dist', 'ZTFYDXH')])
8.0329 	EXP 	text_distractors_2: autoDraw = False
8.0329 	EXP 	text_distractors_2: height = 0.05
8.0329 	EXP 	text_distractors_2: height = 0.05
8.0329 	EXP 	text_distractors_2: height = 0.05
8.0329 	EXP 	text_distractors_2: text = 'ZTFYDXH'
8.0329 	EXP 	text_distractors_2: autoDraw = True
8.0993 	EXP 	New trial (rep=0, index=8): OrderedDict([('dist', 'YGLMSFQ')])
8.1161 	EXP 	text_distractors_2: autoDraw = False
8.1161 	EXP 	text_distractors_2: height = 0.05
8.1161 	EXP 	text_distractors_2: height = 0.05
8.1161 	EXP 	text_distractors_2: height = 0.05
8.1161 	EXP 	text_distractors_2: text = 'YGLMSFQ'
8.1161 	EXP 	text_distractors_2: autoDraw = True
8.1990 	EXP 	text_distractors_2: autoDraw = False
8.1990 	EXP 	text_T1: height = 0.05
8.1990 	EXP 	text_T1: height = 0.05
8.1990 	EXP 	text_T1: height = 0.05
8.1990 	EXP 	text_T1: text = '3333333'
8.1990 	EXP 	text_T1: autoDraw = True
8.3116 	EXP 	Imported distractors.csv as conditions, 2 conditions, 1 params
8.3119 	EXP 	Created sequence: random, trialTypes=2, nReps=1, seed=None
8.3121 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'YGLMSFQ')])
8.3208 	EXP 	text_T1: autoDraw = False
8.3208 	EXP 	text_distractors: height = 0.05
8.3208 	EXP 	text_distractors: height = 0.05
8.3208 	EXP 	text_distractors: height = 0.05
8.3208 	EXP 	text_distractors: text = 'YGLMSFQ'
8.3208 	EXP 	text_distractors: autoDraw = True
8.3494 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'ZTFYDXH')])
8.3661 	EXP 	text_distractors: autoDraw = False
8.3661 	EXP 	text_distractors: height = 0.05
8.3661 	EXP 	text_distractors: height = 0.05
8.3661 	EXP 	text_distractors: height = 0.05
8.3661 	EXP 	text_distractors: text = 'ZTFYDXH'
8.3661 	EXP 	text_distractors: autoDraw = True
8.4490 	EXP 	text_distractors: autoDraw = False
8.4490 	EXP 	text_T2: height = 0.05
8.4490 	EXP 	text_T2: height = 0.05
8.4490 	EXP 	text_T2: height = 0.05
8.4490 	EXP 	text_T2: text = 'XXFEARX'
8.4490 	EXP 	text_T2: autoDraw = True
8.5617 	EXP 	Imported distractors.csv as conditions, 7 conditions, 1 params
8.5621 	EXP 	Created sequence: random, trialTypes=7, nReps=1, seed=None
8.5622 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'HLFPYXK')])
8.5713 	EXP 	text_T2: autoDraw = False
8.5713 	EXP 	text_distractors_2: height = 0.05
8.5713 	EXP 	text_distractors_2: height = 0.05
8.5713 	EXP 	text_distractors_2: height = 0.05
8.5713 	EXP 	text_distractors_2: text = 'HLFPYXK'
8.5713 	EXP 	text_distractors_2: autoDraw = True
8.5994 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'WMYFTGJ')])
8.6161 	EXP 	text_distractors_2: autoDraw = False
8.6161 	EXP 	text_distractors_2: height = 0.05
8.6161 	EXP 	text_distractors_2: height = 0.05
8.6161 	EXP 	text_distractors_2: height = 0.05
8.6161 	EXP 	text_distractors_2: text = 'WMYFTGJ'
8.6161 	EXP 	text_distractors_2: autoDraw = True
8.6831 	EXP 	New trial (rep=0, index=2): OrderedDict([('dist', 'GQKRPDL')])
8.6991 	EXP 	text_distractors_2: autoDraw = False
8.6991 	EXP 	text_distractors_2: height = 0.05
8.6991 	EXP 	text_distractors_2: height = 0.05
8.6991 	EXP 	text_distractors_2: height = 0.05
8.6991 	EXP 	text_distractors_2: text = 'GQKRPDL'
8.6991 	EXP 	text_distractors_2: autoDraw = True
8.7661 	EXP 	New trial (rep=0, index=3): OrderedDict([('dist', 'VYKXSPC')])
8.7825 	EXP 	text_distractors_2: autoDraw = False
8.7825 	EXP 	text_distractors_2: height = 0.05
8.7825 	EXP 	text_distractors_2: height = 0.05
8.7825 	EXP 	text_distractors_2: height = 0.05
8.7825 	EXP 	text_distractors_2: text = 'VYKXSPC'
8.7825 	EXP 	text_distractors_2: autoDraw = True
8.8494 	EXP 	New trial (rep=0, index=4): OrderedDict([('dist', 'YGLMSFQ')])
8.8659 	EXP 	text_distractors_2: autoDraw = False
8.8659 	EXP 	text_distractors_2: height = 0.05
8.8659 	EXP 	text_distractors_2: height = 0.05
8.8659 	EXP 	text_distractors_2: height = 0.05
8.8659 	EXP 	text_distractors_2: text = 'YGLMSFQ'
8.8659 	EXP 	text_distractors_2: autoDraw = True
8.9331 	EXP 	New trial (rep=0, index=5): OrderedDict([('dist', 'ZTFYDXH')])
8.9490 	EXP 	text_distractors_2: autoDraw = False
8.9490 	EXP 	text_distractors_2: height = 0.05
8.9490 	EXP 	text_distractors_2: height = 0.05
8.9490 	EXP 	text_distractors_2: height = 0.05
8.9490 	EXP 	text_distractors_2: text = 'ZTFYDXH'
8.9490 	EXP 	text_distractors_2: autoDraw = True
9.0161 	EXP 	New trial (rep=0, index=6): OrderedDict([('dist', 'ZJTSHFP')])
9.0324 	EXP 	text_distractors_2: autoDraw = False
9.0324 	EXP 	text_distractors_2: height = 0.05
9.0324 	EXP 	text_distractors_2: height = 0.05
9.0324 	EXP 	text_distractors_2: height = 0.05
9.0324 	EXP 	text_distractors_2: text = 'ZJTSHFP'
9.0324 	EXP 	text_distractors_2: autoDraw = True
9.1160 	EXP 	text_distractors_2: autoDraw = False
9.1160 	EXP 	blankT1_1: autoDraw = False
9.1160 	EXP 	text_T1ask: autoDraw = False
9.1160 	EXP 	blankT1_2: autoDraw = False
9.1160 	EXP 	blankT2_1: autoDraw = True
10.0996 	EXP 	text_T2ask: autoDraw = True
10.1158 	EXP 	blankT2_1: autoDraw = False
11.0004 	EXP 	New trial (rep=0, index=1): {'T0': 'DESK', 'T2': 'XXRUNXX', 'T1': 9999999, 'lagT0': 7, 'lagT1': 3, 'lagT2': 10, 'responseT1': 'j', 'responseT2': 'j', 'related': 0}
11.0038 	DATA 	Keypress: f
11.0158 	EXP 	blankT2_1: autoDraw = False
11.0158 	EXP 	text_T2ask: autoDraw = False
11.0158 	EXP 	blankT2_2: autoDraw = False
11.0158 	EXP 	context_word: height = 0.05
11.0158 	EXP 	context_word: height = 0.05
11.0158 	EXP 	context_word: height = 0.05
11.0158 	EXP 	context_word: text = 'DESK'
11.0158 	EXP 	context_word: autoDraw = True
11.9992 	EXP 	blankContext: autoDraw = True
12.0159 	EXP 	context_word: autoDraw = False
13.0278 	EXP 	Imported distractors.csv as conditions, 6 conditions, 1 params
13.0281 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
13.0283 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'ZJTSHFP')])
13.0349 	EXP 	blankContext: autoDraw = False
13.0349 	EXP 	context_word: autoDraw = False
13.0349 	EXP 	blankContext: autoDraw = False
13.0349 	EXP 	text_distractors_2: text = 'ZJTSHFP'
13.0349 	EXP 	text_distractors_2: autoDraw = True
13.0999 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'VYKXSPC')])
13.1159 	EXP 	text_distractors_2: autoDraw = False
13.1159 	EXP 	text_distractors_2: height = 0.05
13.1159 	EXP 	text_distractors_2: height = 0.05
13.1159 	EXP 	text_distractors_2: height = 0.05
13.1159 	EXP 	text_distractors_2: text = 'VYKXSPC'
13.1159 	EXP 	text_distractors_2: autoDraw = True
13.1829 	EXP 	New trial (rep=0, index=2): OrderedDict([('dist', 'YGLMSFQ')])
13.1996 	EXP 	text_distractors_2: autoDraw = False
13.1996 	EXP 	text_distractors_2: height = 0.05
13.1996 	EXP 	text_distractors_2: height = 0.05
13.1996 	EXP 	text_distractors_2: height = 0.05
13.1996 	EXP 	text_distractors_2: text = 'YGLMSFQ'
13.1996 	EXP 	text_distractors_2: autoDraw = True
13.2500 	EXP 	New trial (rep=0, index=3): OrderedDict([('dist', 'GQKRPDL')])
13.2660 	EXP 	text_distractors_2: autoDraw = False
13.2660 	EXP 	text_distractors_2: height = 0.05
13.2660 	EXP 	text_distractors_2: height = 0.05
13.2660 	EXP 	text_distractors_2: height = 0.05
13.2660 	EXP 	text_distractors_2: text = 'GQKRPDL'
13.2660 	EXP 	text_distractors_2: autoDraw = True
13.3330 	EXP 	New trial (rep=0, index=4): OrderedDict([('dist', 'ZTFYDXH')])
13.3496 	EXP 	text_distractors_2: autoDraw = False
13.3496 	EXP 	text_distractors_2: height = 0.05
13.3496 	EXP 	text_distractors_2: height = 0.05
13.3496 	EXP 	text_distractors_2: height = 0.05
13.3496 	EXP 	text_distractors_2: text = 'ZTFYDXH'
13.3496 	EXP 	text_distractors_2: autoDraw = True
13.4164 	EXP 	New trial (rep=0, index=5): OrderedDict([('dist', 'HLFPYXK')])
13.4326 	EXP 	text_distractors_2: autoDraw = False
13.4326 	EXP 	text_distractors_2: height = 0.05
13.4326 	EXP 	text_distractors_2: height = 0.05
13.4326 	EXP 	text_distractors_2: height = 0.05
13.4326 	EXP 	text_distractors_2: text = 'HLFPYXK'
13.4326 	EXP 	text_distractors_2: autoDraw = True
13.5160 	EXP 	text_distractors_2: autoDraw = False
13.5160 	EXP 	text_T1: height = 0.05
13.5160 	EXP 	text_T1: height = 0.05
13.5160 	EXP 	text_T1: height = 0.05
13.5160 	EXP 	text_T1: text = '9999999'
13.5160 	EXP 	text_T1: autoDraw = True
13.6272 	EXP 	Imported distractors.csv as conditions, 2 conditions, 1 params
13.6275 	EXP 	Created sequence: random, trialTypes=2, nReps=1, seed=None
13.6276 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'YGLMSFQ')])
13.6365 	EXP 	text_T1: autoDraw = False
13.6365 	EXP 	text_distractors: height = 0.05
13.6365 	EXP 	text_distractors: height = 0.05
13.6365 	EXP 	text_distractors: height = 0.05
13.6365 	EXP 	text_distractors: text = 'YGLMSFQ'
13.6365 	EXP 	text_distractors: autoDraw = True
13.6663 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'ZTFYDXH')])
13.6826 	EXP 	text_distractors: autoDraw = False
13.6826 	EXP 	text_distractors: height = 0.05
13.6826 	EXP 	text_distractors: height = 0.05
13.6826 	EXP 	text_distractors: height = 0.05
13.6826 	EXP 	text_distractors: text = 'ZTFYDXH'
13.6826 	EXP 	text_distractors: autoDraw = True
13.7660 	EXP 	text_distractors: autoDraw = False
13.7660 	EXP 	text_T2: height = 0.05
13.7660 	EXP 	text_T2: height = 0.05
13.7660 	EXP 	text_T2: height = 0.05
13.7660 	EXP 	text_T2: text = 'XXRUNXX'
13.7660 	EXP 	text_T2: autoDraw = True
13.9300 	EXP 	Imported distractors.csv as conditions, 10 conditions, 1 params
13.9303 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
13.9305 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'YGLMSFQ')])
13.9333 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'ZTFYDXH')])
13.9419 	EXP 	text_T2: autoDraw = False
13.9419 	EXP 	text_distractors_2: height = 0.05
13.9419 	EXP 	text_distractors_2: height = 0.05
13.9419 	EXP 	text_distractors_2: height = 0.05
13.9419 	EXP 	text_distractors_2: text = 'YGLMSFQ'
13.9419 	EXP 	text_distractors_2: autoDraw = False
13.9419 	EXP 	text_distractors_2: height = 0.05
