5.9552 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [3840, 2160]. Using actual size
3.2903 	EXP 	text_distractors_2: text = 'ZJTSHFP'
3.2903 	EXP 	text_distractors_2: autoDraw = True
3.3572 	EXP 	New trial (rep=0, index=5): OrderedDict([('dist', 'VYKXSPC')])
3.3736 	EXP 	text_distractors_2: autoDraw = False
3.3736 	EXP 	text_distractors_2: height = 0.05
3.3736 	EXP 	text_distractors_2: height = 0.05
3.3736 	EXP 	text_distractors_2: height = 0.05
3.3736 	EXP 	text_distractors_2: text = 'VYKXSPC'
3.3736 	EXP 	text_distractors_2: autoDraw = True
3.4570 	EXP 	text_distractors_2: autoDraw = False
3.4570 	EXP 	text_T1: height = 0.05
3.4570 	EXP 	text_T1: height = 0.05
3.4570 	EXP 	text_T1: height = 0.05
3.4570 	EXP 	text_T1: text = '3333333'
3.4570 	EXP 	text_T1: autoDraw = True
3.5698 	EXP 	Imported distractors.csv as conditions, 6 conditions, 1 params
3.5701 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
3.5702 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'YGLMSFQ')])
3.5775 	EXP 	text_T1: autoDraw = False
3.5775 	EXP 	text_distractors: height = 0.05
3.5775 	EXP 	text_distractors: height = 0.05
3.5775 	EXP 	text_distractors: height = 0.05
3.5775 	EXP 	text_distractors: text = 'YGLMSFQ'
3.5775 	EXP 	text_distractors: autoDraw = True
3.6073 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'HLFPYXK')])
3.6235 	EXP 	text_distractors: autoDraw = False
3.6235 	EXP 	text_distractors: height = 0.05
3.6235 	EXP 	text_distractors: height = 0.05
3.6235 	EXP 	text_distractors: height = 0.05
3.6235 	EXP 	text_distractors: text = 'HLFPYXK'
3.6235 	EXP 	text_distractors: autoDraw = True
3.6905 	EXP 	New trial (rep=0, index=2): OrderedDict([('dist', 'ZTFYDXH')])
3.7071 	EXP 	text_distractors: autoDraw = False
3.7071 	EXP 	text_distractors: height = 0.05
3.7071 	EXP 	text_distractors: height = 0.05
3.7071 	EXP 	text_distractors: height = 0.05
3.7071 	EXP 	text_distractors: text = 'ZTFYDXH'
3.7071 	EXP 	text_distractors: autoDraw = True
3.7739 	EXP 	New trial (rep=0, index=3): OrderedDict([('dist', 'GQKRPDL')])
3.7902 	EXP 	text_distractors: autoDraw = False
3.7902 	EXP 	text_distractors: height = 0.05
3.7902 	EXP 	text_distractors: height = 0.05
3.7902 	EXP 	text_distractors: height = 0.05
3.7902 	EXP 	text_distractors: text = 'GQKRPDL'
3.7902 	EXP 	text_distractors: autoDraw = True
3.8573 	EXP 	New trial (rep=0, index=4): OrderedDict([('dist', 'VYKXSPC')])
3.8738 	EXP 	text_distractors: autoDraw = False
3.8738 	EXP 	text_distractors: height = 0.05
3.8738 	EXP 	text_distractors: height = 0.05
3.8738 	EXP 	text_distractors: height = 0.05
3.8738 	EXP 	text_distractors: text = 'VYKXSPC'
3.8738 	EXP 	text_distractors: autoDraw = True
3.9406 	EXP 	New trial (rep=0, index=5): OrderedDict([('dist', 'ZJTSHFP')])
3.9572 	EXP 	text_distractors: autoDraw = False
3.9572 	EXP 	text_distractors: height = 0.05
3.9572 	EXP 	text_distractors: height = 0.05
3.9572 	EXP 	text_distractors: height = 0.05
3.9572 	EXP 	text_distractors: text = 'ZJTSHFP'
3.9572 	EXP 	text_distractors: autoDraw = True
4.0404 	EXP 	text_distractors: autoDraw = False
4.0404 	EXP 	text_T2: height = 0.05
4.0404 	EXP 	text_T2: height = 0.05
4.0404 	EXP 	text_T2: height = 0.05
4.0404 	EXP 	text_T2: text = 'XXHIMXX'
4.0404 	EXP 	text_T2: autoDraw = True
4.1538 	EXP 	Imported distractors.csv as conditions, 6 conditions, 1 params
4.1542 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
4.1544 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'YGLMSFQ')])
4.1619 	EXP 	text_T2: autoDraw = False
4.1619 	EXP 	text_distractors_2: height = 0.05
4.1619 	EXP 	text_distractors_2: height = 0.05
4.1619 	EXP 	text_distractors_2: height = 0.05
4.1619 	EXP 	text_distractors_2: text = 'YGLMSFQ'
4.1619 	EXP 	text_distractors_2: autoDraw = True
4.1906 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'ZJTSHFP')])
4.2072 	EXP 	text_distractors_2: autoDraw = False
4.2072 	EXP 	text_distractors_2: height = 0.05
4.2072 	EXP 	text_distractors_2: height = 0.05
4.2072 	EXP 	text_distractors_2: height = 0.05
4.2072 	EXP 	text_distractors_2: text = 'ZJTSHFP'
4.2072 	EXP 	text_distractors_2: autoDraw = True
4.2743 	EXP 	New trial (rep=0, index=2): OrderedDict([('dist', 'GQKRPDL')])
4.2903 	EXP 	text_distractors_2: autoDraw = False
4.2903 	EXP 	text_distractors_2: height = 0.05
4.2903 	EXP 	text_distractors_2: height = 0.05
4.2903 	EXP 	text_distractors_2: height = 0.05
4.2903 	EXP 	text_distractors_2: text = 'GQKRPDL'
4.2903 	EXP 	text_distractors_2: autoDraw = True
4.3576 	EXP 	New trial (rep=0, index=3): OrderedDict([('dist', 'VYKXSPC')])
4.3737 	EXP 	text_distractors_2: autoDraw = False
4.3737 	EXP 	text_distractors_2: height = 0.05
4.3737 	EXP 	text_distractors_2: height = 0.05
4.3737 	EXP 	text_distractors_2: height = 0.05
4.3737 	EXP 	text_distractors_2: text = 'VYKXSPC'
4.3737 	EXP 	text_distractors_2: autoDraw = True
4.4405 	EXP 	New trial (rep=0, index=4): OrderedDict([('dist', 'ZTFYDXH')])
4.4573 	EXP 	text_distractors_2: autoDraw = False
4.4573 	EXP 	text_distractors_2: height = 0.05
4.4573 	EXP 	text_distractors_2: height = 0.05
4.4573 	EXP 	text_distractors_2: height = 0.05
4.4573 	EXP 	text_distractors_2: text = 'ZTFYDXH'
4.4573 	EXP 	text_distractors_2: autoDraw = True
4.5242 	EXP 	New trial (rep=0, index=5): OrderedDict([('dist', 'HLFPYXK')])
4.5404 	EXP 	text_distractors_2: autoDraw = False
4.5404 	EXP 	text_distractors_2: height = 0.05
4.5404 	EXP 	text_distractors_2: height = 0.05
4.5404 	EXP 	text_distractors_2: height = 0.05
4.5404 	EXP 	text_distractors_2: text = 'HLFPYXK'
4.5404 	EXP 	text_distractors_2: autoDraw = True
4.6237 	EXP 	text_distractors_2: autoDraw = False
4.6237 	EXP 	blankT1_1: autoDraw = False
4.6237 	EXP 	text_T1ask: autoDraw = False
4.6237 	EXP 	blankT1_2: autoDraw = False
4.6237 	EXP 	blankT2_1: autoDraw = True
5.6074 	EXP 	text_T2ask: autoDraw = True
5.6241 	EXP 	blankT2_1: autoDraw = False
6.5918 	EXP 	New trial (rep=0, index=1): {'T0': 'WOMAN', 'T2': 'XXMANXX', 'T1': 0, 'lagT0': 7, 'lagT1': 3, 'lagT2': 10, 'responseT1': 'f', 'responseT2': 'f', 'related': 1}
6.5989 	DATA 	Keypress: f
6.6073 	EXP 	blankT2_1: autoDraw = False
6.6073 	EXP 	text_T2ask: autoDraw = False
6.6073 	EXP 	blankT2_2: autoDraw = False
6.6073 	EXP 	context_word: height = 0.05
6.6073 	EXP 	context_word: height = 0.05
6.6073 	EXP 	context_word: height = 0.05
6.6073 	EXP 	context_word: text = 'WOMAN'
6.6073 	EXP 	context_word: autoDraw = True
7.6071 	EXP 	context_word: autoDraw = False
7.6071 	EXP 	blankContext: autoDraw = True
8.6364 	EXP 	Imported distractors.csv as conditions, 6 conditions, 1 params
8.6367 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
8.6369 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'HLFPYXK')])
8.6431 	EXP 	blankContext: autoDraw = False
8.6431 	EXP 	context_word: autoDraw = False
8.6431 	EXP 	blankContext: autoDraw = False
8.6431 	EXP 	text_distractors_2: text = 'HLFPYXK'
8.6431 	EXP 	text_distractors_2: autoDraw = True
8.6908 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'ZJTSHFP')])
8.7072 	EXP 	text_distractors_2: autoDraw = False
8.7072 	EXP 	text_distractors_2: height = 0.05
8.7072 	EXP 	text_distractors_2: height = 0.05
8.7072 	EXP 	text_distractors_2: height = 0.05
8.7072 	EXP 	text_distractors_2: text = 'ZJTSHFP'
8.7072 	EXP 	text_distractors_2: autoDraw = True
8.7580 	EXP 	New trial (rep=0, index=2): OrderedDict([('dist', 'VYKXSPC')])
8.7738 	EXP 	text_distractors_2: autoDraw = False
8.7738 	EXP 	text_distractors_2: height = 0.05
8.7738 	EXP 	text_distractors_2: height = 0.05
8.7738 	EXP 	text_distractors_2: height = 0.05
8.7738 	EXP 	text_distractors_2: text = 'VYKXSPC'
8.7738 	EXP 	text_distractors_2: autoDraw = True
8.8411 	EXP 	New trial (rep=0, index=3): OrderedDict([('dist', 'YGLMSFQ')])
8.8578 	EXP 	text_distractors_2: autoDraw = False
8.8578 	EXP 	text_distractors_2: autoDraw = False
8.8578 	EXP 	text_distractors_2: height = 0.05
8.8578 	EXP 	text_distractors_2: height = 0.05
8.8578 	EXP 	text_distractors_2: height = 0.05
8.8578 	EXP 	text_distractors_2: text = 'YGLMSFQ'
8.8578 	EXP 	text_distractors_2: autoDraw = True
8.9246 	EXP 	New trial (rep=0, index=4): OrderedDict([('dist', 'ZTFYDXH')])
8.9405 	EXP 	text_distractors_2: autoDraw = False
8.9405 	EXP 	text_distractors_2: height = 0.05
8.9405 	EXP 	text_distractors_2: height = 0.05
8.9405 	EXP 	text_distractors_2: height = 0.05
8.9405 	EXP 	text_distractors_2: text = 'ZTFYDXH'
8.9405 	EXP 	text_distractors_2: autoDraw = True
9.0078 	EXP 	New trial (rep=0, index=5): OrderedDict([('dist', 'GQKRPDL')])
9.0240 	EXP 	text_distractors_2: autoDraw = False
9.0240 	EXP 	text_distractors_2: height = 0.05
9.0240 	EXP 	text_distractors_2: height = 0.05
9.0240 	EXP 	text_distractors_2: height = 0.05
9.0240 	EXP 	text_distractors_2: text = 'GQKRPDL'
9.0240 	EXP 	text_distractors_2: autoDraw = True
9.1074 	EXP 	text_distractors_2: autoDraw = False
9.1074 	EXP 	text_T1: height = 0.05
9.1074 	EXP 	text_T1: height = 0.05
9.1074 	EXP 	text_T1: height = 0.05
9.1074 	EXP 	text_T1: text = '0000000'
9.1074 	EXP 	text_T1: autoDraw = True
9.2189 	EXP 	Imported distractors.csv as conditions, 2 conditions, 1 params
9.2193 	EXP 	Created sequence: random, trialTypes=2, nReps=1, seed=None
9.2194 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'YGLMSFQ')])
9.2282 	EXP 	text_T1: autoDraw = False
9.2282 	EXP 	text_distractors: height = 0.05
9.2282 	EXP 	text_distractors: height = 0.05
9.2282 	EXP 	text_distractors: height = 0.05
9.2282 	EXP 	text_distractors: text = 'YGLMSFQ'
9.2282 	EXP 	text_distractors: autoDraw = True
9.2580 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'ZTFYDXH')])
9.2740 	EXP 	text_distractors: autoDraw = False
9.2740 	EXP 	text_distractors: height = 0.05
9.2740 	EXP 	text_distractors: height = 0.05
9.2740 	EXP 	text_distractors: height = 0.05
9.2740 	EXP 	text_distractors: text = 'ZTFYDXH'
9.2740 	EXP 	text_distractors: autoDraw = True
9.3573 	EXP 	text_distractors: autoDraw = False
9.3573 	EXP 	text_T2: height = 0.05
9.3573 	EXP 	text_T2: height = 0.05
9.3573 	EXP 	text_T2: height = 0.05
9.3573 	EXP 	text_T2: text = 'XXMANXX'
9.3573 	EXP 	text_T2: autoDraw = True
9.4766 	EXP 	Imported distractors.csv as conditions, 10 conditions, 1 params
9.4771 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
9.4774 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'YGLMSFQ')])
9.4869 	EXP 	text_T2: autoDraw = False
9.4869 	EXP 	text_distractors_2: height = 0.05
9.4869 	EXP 	text_distractors_2: height = 0.05
9.4869 	EXP 	text_distractors_2: height = 0.05
9.4869 	EXP 	text_distractors_2: text = 'YGLMSFQ'
9.4869 	EXP 	text_distractors_2: autoDraw = True
9.5078 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'VYKXSPC')])
9.5243 	EXP 	text_distractors_2: autoDraw = False
9.5243 	EXP 	text_distractors_2: height = 0.05
