5.9552 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [3840, 2160]. Using actual size
9.5243 	EXP 	text_distractors_2: height = 0.05
9.5243 	EXP 	text_distractors_2: height = 0.05
9.5243 	EXP 	text_distractors_2: text = 'VYKXSPC'
9.5243 	EXP 	text_distractors_2: autoDraw = True
9.5909 	EXP 	New trial (rep=0, index=2): OrderedDict([('dist', 'HQTYPJM')])
9.6073 	EXP 	text_distractors_2: autoDraw = False
9.6073 	EXP 	text_distractors_2: height = 0.05
9.6073 	EXP 	text_distractors_2: height = 0.05
9.6073 	EXP 	text_distractors_2: height = 0.05
9.6073 	EXP 	text_distractors_2: text = 'HQTYPJM'
9.6073 	EXP 	text_distractors_2: autoDraw = True
9.6742 	EXP 	New trial (rep=0, index=3): OrderedDict([('dist', 'ZJTSHFP')])
9.6909 	EXP 	text_distractors_2: autoDraw = False
9.6909 	EXP 	text_distractors_2: height = 0.05
9.6909 	EXP 	text_distractors_2: height = 0.05
9.6909 	EXP 	text_distractors_2: height = 0.05
9.6909 	EXP 	text_distractors_2: text = 'ZJTSHFP'
9.6909 	EXP 	text_distractors_2: autoDraw = True
9.7576 	EXP 	New trial (rep=0, index=4): OrderedDict([('dist', 'YNPLRQW')])
9.8203 	EXP 	text_distractors_2: autoDraw = False
9.8203 	EXP 	text_distractors_2: height = 0.05
9.8203 	EXP 	text_distractors_2: height = 0.05
9.8203 	EXP 	text_distractors_2: height = 0.05
9.8203 	EXP 	text_distractors_2: text = 'YNPLRQW'
9.8203 	EXP 	text_distractors_2: autoDraw = True
9.8409 	EXP 	New trial (rep=0, index=5): OrderedDict([('dist', 'VFDMHQS')])
9.8574 	EXP 	text_distractors_2: autoDraw = False
9.8574 	EXP 	text_distractors_2: height = 0.05
9.8574 	EXP 	text_distractors_2: height = 0.05
9.8574 	EXP 	text_distractors_2: height = 0.05
9.8574 	EXP 	text_distractors_2: text = 'VFDMHQS'
9.8574 	EXP 	text_distractors_2: autoDraw = True
9.9246 	EXP 	New trial (rep=0, index=6): OrderedDict([('dist', 'WMYFTGJ')])
9.9407 	EXP 	text_distractors_2: autoDraw = False
9.9407 	EXP 	text_distractors_2: height = 0.05
9.9407 	EXP 	text_distractors_2: height = 0.05
9.9407 	EXP 	text_distractors_2: height = 0.05
9.9407 	EXP 	text_distractors_2: text = 'WMYFTGJ'
9.9407 	EXP 	text_distractors_2: autoDraw = True
10.0076 	EXP 	New trial (rep=0, index=7): OrderedDict([('dist', 'HLFPYXK')])
10.0243 	EXP 	text_distractors_2: autoDraw = False
10.0243 	EXP 	text_distractors_2: height = 0.05
10.0243 	EXP 	text_distractors_2: height = 0.05
10.0243 	EXP 	text_distractors_2: height = 0.05
10.0243 	EXP 	text_distractors_2: text = 'HLFPYXK'
10.0243 	EXP 	text_distractors_2: autoDraw = True
10.0909 	EXP 	New trial (rep=0, index=8): OrderedDict([('dist', 'GQKRPDL')])
10.1073 	EXP 	text_distractors_2: autoDraw = False
10.1073 	EXP 	text_distractors_2: height = 0.05
10.1073 	EXP 	text_distractors_2: height = 0.05
10.1073 	EXP 	text_distractors_2: height = 0.05
10.1073 	EXP 	text_distractors_2: text = 'GQKRPDL'
10.1073 	EXP 	text_distractors_2: autoDraw = True
10.1747 	EXP 	New trial (rep=0, index=9): OrderedDict([('dist', 'ZTFYDXH')])
10.1907 	EXP 	text_distractors_2: autoDraw = False
10.1907 	EXP 	text_distractors_2: height = 0.05
10.1907 	EXP 	text_distractors_2: height = 0.05
10.1907 	EXP 	text_distractors_2: height = 0.05
10.1907 	EXP 	text_distractors_2: text = 'ZTFYDXH'
10.1907 	EXP 	text_distractors_2: autoDraw = True
10.2751 	EXP 	text_distractors_2: autoDraw = False
10.2751 	EXP 	blankT1_1: autoDraw = False
10.2751 	EXP 	text_T1ask: autoDraw = False
10.2751 	EXP 	blankT1_2: autoDraw = False
10.2751 	EXP 	blankT2_1: autoDraw = True
11.2576 	EXP 	text_T2ask: autoDraw = True
11.2744 	EXP 	blankT2_1: autoDraw = False
12.0584 	EXP 	New trial (rep=0, index=2): {'T0': 'PEOPLE', 'T2': 'SQUEEZE', 'T1': 2222222, 'lagT0': 7, 'lagT1': 3, 'lagT2': 10, 'responseT1': 'f', 'responseT2': 'j', 'related': 0}
12.0627 	DATA 	Keypress: f
12.0744 	EXP 	blankT2_1: autoDraw = False
12.0744 	EXP 	text_T2ask: autoDraw = False
12.0744 	EXP 	blankT2_2: autoDraw = False
12.0744 	EXP 	context_word: height = 0.05
12.0744 	EXP 	context_word: height = 0.05
12.0744 	EXP 	context_word: height = 0.05
12.0744 	EXP 	context_word: text = 'PEOPLE'
12.0744 	EXP 	context_word: autoDraw = True
13.0574 	EXP 	blankContext: autoDraw = True
13.0742 	EXP 	context_word: autoDraw = False
14.0867 	EXP 	Imported distractors.csv as conditions, 6 conditions, 1 params
14.0870 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
14.0871 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'ZTFYDXH')])
14.0938 	EXP 	blankContext: autoDraw = False
14.0938 	EXP 	context_word: autoDraw = False
14.0938 	EXP 	blankContext: autoDraw = False
14.0938 	EXP 	text_distractors_2: text = 'ZTFYDXH'
14.0938 	EXP 	text_distractors_2: autoDraw = True
14.1579 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'HLFPYXK')])
14.1745 	EXP 	text_distractors_2: autoDraw = False
14.1745 	EXP 	text_distractors_2: height = 0.05
14.1745 	EXP 	text_distractors_2: height = 0.05
14.1745 	EXP 	text_distractors_2: height = 0.05
14.1745 	EXP 	text_distractors_2: text = 'HLFPYXK'
14.1745 	EXP 	text_distractors_2: autoDraw = True
14.2415 	EXP 	New trial (rep=0, index=2): OrderedDict([('dist', 'VYKXSPC')])
14.2575 	EXP 	text_distractors_2: autoDraw = False
14.2575 	EXP 	text_distractors_2: height = 0.05
14.2575 	EXP 	text_distractors_2: height = 0.05
14.2575 	EXP 	text_distractors_2: height = 0.05
14.2575 	EXP 	text_distractors_2: text = 'VYKXSPC'
14.2575 	EXP 	text_distractors_2: autoDraw = True
14.3078 	EXP 	New trial (rep=0, index=3): OrderedDict([('dist', 'ZJTSHFP')])
14.3242 	EXP 	text_distractors_2: autoDraw = False
14.3242 	EXP 	text_distractors_2: height = 0.05
14.3242 	EXP 	text_distractors_2: height = 0.05
14.3242 	EXP 	text_distractors_2: height = 0.05
14.3242 	EXP 	text_distractors_2: text = 'ZJTSHFP'
14.3242 	EXP 	text_distractors_2: autoDraw = True
14.3916 	EXP 	New trial (rep=0, index=4): OrderedDict([('dist', 'YGLMSFQ')])
14.4075 	EXP 	text_distractors_2: autoDraw = False
14.4075 	EXP 	text_distractors_2: height = 0.05
14.4075 	EXP 	text_distractors_2: height = 0.05
14.4075 	EXP 	text_distractors_2: height = 0.05
14.4075 	EXP 	text_distractors_2: text = 'YGLMSFQ'
14.4075 	EXP 	text_distractors_2: autoDraw = True
14.4747 	EXP 	New trial (rep=0, index=5): OrderedDict([('dist', 'GQKRPDL')])
14.4913 	EXP 	text_distractors_2: autoDraw = False
14.4913 	EXP 	text_distractors_2: height = 0.05
14.4913 	EXP 	text_distractors_2: height = 0.05
14.4913 	EXP 	text_distractors_2: height = 0.05
14.4913 	EXP 	text_distractors_2: text = 'GQKRPDL'
14.4913 	EXP 	text_distractors_2: autoDraw = True
14.5743 	EXP 	text_distractors_2: autoDraw = False
14.5743 	EXP 	text_T1: height = 0.05
14.5743 	EXP 	text_T1: height = 0.05
14.5743 	EXP 	text_T1: height = 0.05
14.5743 	EXP 	text_T1: text = '2222222'
14.5743 	EXP 	text_T1: autoDraw = True
14.6852 	EXP 	Imported distractors.csv as conditions, 2 conditions, 1 params
14.6855 	EXP 	Created sequence: random, trialTypes=2, nReps=1, seed=None
14.6857 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'YGLMSFQ')])
14.6947 	EXP 	text_T1: autoDraw = False
14.6947 	EXP 	text_distractors: height = 0.05
14.6947 	EXP 	text_distractors: height = 0.05
14.6947 	EXP 	text_distractors: height = 0.05
14.6947 	EXP 	text_distractors: text = 'YGLMSFQ'
14.6947 	EXP 	text_distractors: autoDraw = True
14.7246 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'ZTFYDXH')])
14.7412 	EXP 	text_distractors: autoDraw = False
14.7412 	EXP 	text_distractors: height = 0.05
14.7412 	EXP 	text_distractors: height = 0.05
14.7412 	EXP 	text_distractors: height = 0.05
14.7412 	EXP 	text_distractors: text = 'ZTFYDXH'
14.7412 	EXP 	text_distractors: autoDraw = True
14.8244 	EXP 	text_distractors: autoDraw = False
14.8244 	EXP 	text_T2: height = 0.05
14.8244 	EXP 	text_T2: height = 0.05
14.8244 	EXP 	text_T2: height = 0.05
14.8244 	EXP 	text_T2: text = 'SQUEEZE'
14.8244 	EXP 	text_T2: autoDraw = True
14.9352 	EXP 	Imported distractors.csv as conditions, 10 conditions, 1 params
14.9355 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
14.9357 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'VYKXSPC')])
14.9443 	EXP 	text_T2: autoDraw = False
14.9443 	EXP 	text_distractors_2: height = 0.05
14.9443 	EXP 	text_distractors_2: height = 0.05
14.9443 	EXP 	text_distractors_2: height = 0.05
14.9443 	EXP 	text_distractors_2: text = 'VYKXSPC'
14.9443 	EXP 	text_distractors_2: autoDraw = True
14.9746 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'HLFPYXK')])
14.9912 	EXP 	text_distractors_2: autoDraw = False
14.9912 	EXP 	text_distractors_2: height = 0.05
14.9912 	EXP 	text_distractors_2: height = 0.05
14.9912 	EXP 	text_distractors_2: height = 0.05
14.9912 	EXP 	text_distractors_2: text = 'HLFPYXK'
14.9912 	EXP 	text_distractors_2: autoDraw = True
15.0578 	EXP 	New trial (rep=0, index=2): OrderedDict([('dist', 'YGLMSFQ')])
15.0744 	EXP 	text_distractors_2: autoDraw = False
15.0744 	EXP 	text_distractors_2: height = 0.05
15.0744 	EXP 	text_distractors_2: height = 0.05
15.0744 	EXP 	text_distractors_2: height = 0.05
15.0744 	EXP 	text_distractors_2: text = 'YGLMSFQ'
15.0744 	EXP 	text_distractors_2: autoDraw = True
15.1416 	EXP 	New trial (rep=0, index=3): OrderedDict([('dist', 'YNPLRQW')])
15.1575 	EXP 	text_distractors_2: autoDraw = False
15.1575 	EXP 	text_distractors_2: height = 0.05
15.1575 	EXP 	text_distractors_2: height = 0.05
15.1575 	EXP 	text_distractors_2: height = 0.05
15.1575 	EXP 	text_distractors_2: text = 'YNPLRQW'
15.1575 	EXP 	text_distractors_2: autoDraw = True
15.2252 	EXP 	New trial (rep=0, index=4): OrderedDict([('dist', 'GQKRPDL')])
15.2409 	EXP 	text_distractors_2: autoDraw = False
15.2409 	EXP 	text_distractors_2: height = 0.05
15.2409 	EXP 	text_distractors_2: height = 0.05
15.2409 	EXP 	text_distractors_2: height = 0.05
15.2409 	EXP 	text_distractors_2: text = 'GQKRPDL'
15.2409 	EXP 	text_distractors_2: autoDraw = True
15.3078 	EXP 	New trial (rep=0, index=5): OrderedDict([('dist', 'WMYFTGJ')])
15.3242 	EXP 	text_distractors_2: autoDraw = False
15.3242 	EXP 	text_distractors_2: height = 0.05
15.3242 	EXP 	text_distractors_2: height = 0.05
15.3242 	EXP 	text_distractors_2: height = 0.05
15.3242 	EXP 	text_distractors_2: text = 'WMYFTGJ'
15.3242 	EXP 	text_distractors_2: autoDraw = True
15.3916 	EXP 	New trial (rep=0, index=6): OrderedDict([('dist', 'ZTFYDXH')])
15.4076 	EXP 	text_distractors_2: autoDraw = False
15.4076 	EXP 	text_distractors_2: height = 0.05
15.4076 	EXP 	text_distractors_2: height = 0.05
15.4076 	EXP 	text_distractors_2: height = 0.05
15.4076 	EXP 	text_distractors_2: text = 'ZTFYDXH'
15.4076 	EXP 	text_distractors_2: autoDraw = True
15.4749 	EXP 	New trial (rep=0, index=7): OrderedDict([('dist', 'HQTYPJM')])
15.4909 	EXP 	text_distractors_2: autoDraw = False
15.4909 	EXP 	text_distractors_2: height = 0.05
15.4909 	EXP 	text_distractors_2: height = 0.05
15.4909 	EXP 	text_distractors_2: height = 0.05
15.4909 	EXP 	text_distractors_2: text = 'HQTYPJM'
15.4909 	EXP 	text_distractors_2: autoDraw = True
15.5579 	EXP 	New trial (rep=0, index=8): OrderedDict([('dist', 'ZJTSHFP')])
15.5743 	EXP 	text_distractors_2: autoDraw = False
15.5743 	EXP 	text_distractors_2: height = 0.05
15.5743 	EXP 	text_distractors_2: height = 0.05
15.5743 	EXP 	text_distractors_2: height = 0.05
15.5743 	EXP 	text_distractors_2: text = 'ZJTSHFP'
15.5743 	EXP 	text_distractors_2: autoDraw = True
15.6412 	EXP 	New trial (rep=0, index=9): OrderedDict([('dist', 'VFDMHQS')])
15.6579 	EXP 	text_distractors_2: autoDraw = False
15.6579 	EXP 	text_distractors_2: height = 0.05
15.6579 	EXP 	text_distractors_2: height = 0.05
15.6579 	EXP 	text_distractors_2: height = 0.05
15.6579 	EXP 	text_distractors_2: text = 'VFDMHQS'
15.6579 	EXP 	text_distractors_2: autoDraw = True
15.7413 	EXP 	text_distractors_2: autoDraw = False
15.7413 	EXP 	blankT1_1: autoDraw = False
15.7413 	EXP 	text_T1ask: autoDraw = False
15.7413 	EXP 	blankT1_2: autoDraw = False
15.7413 	EXP 	blankT2_1: autoDraw = True
16.7243 	EXP 	text_T2ask: autoDraw = True
16.7416 	EXP 	blankT2_1: autoDraw = False
17.3591 	EXP 	New trial (rep=0, index=3): {'T0': 'HELP', 'T2': 'XASSIST', 'T1': 7777777, 'lagT0': 10, 'lagT1': 1, 'lagT2': 9, 'responseT1': 'j', 'responseT2': 'f', 'related': 1}
17.3630 	DATA 	Keypress: f
17.3744 	EXP 	blankT2_1: autoDraw = False
17.3744 	EXP 	text_T2ask: autoDraw = False
17.3744 	EXP 	blankT2_2: autoDraw = False
17.3744 	EXP 	context_word: height = 0.05
17.3744 	EXP 	context_word: height = 0.05
17.3744 	EXP 	context_word: height = 0.05
17.3744 	EXP 	context_word: text = 'HELP'
17.3744 	EXP 	context_word: autoDraw = True
18.3746 	EXP 	context_word: autoDraw = False
18.3746 	EXP 	blankContext: autoDraw = True
19.4021 	EXP 	Imported distractors.csv as conditions, 9 conditions, 1 params
19.4025 	EXP 	Created sequence: random, trialTypes=9, nReps=1, seed=None
19.4027 	EXP 	New trial (rep=0, index=0): OrderedDict([('dist', 'YNPLRQW')])
19.4119 	EXP 	blankContext: autoDraw = False
19.4119 	EXP 	context_word: autoDraw = False
19.4119 	EXP 	blankContext: autoDraw = False
19.4119 	EXP 	text_distractors_2: height = 0.05
19.4119 	EXP 	text_distractors_2: height = 0.05
19.4119 	EXP 	text_distractors_2: height = 0.05
19.4119 	EXP 	text_distractors_2: text = 'YNPLRQW'
19.4119 	EXP 	text_distractors_2: autoDraw = True
19.4584 	EXP 	New trial (rep=0, index=1): OrderedDict([('dist', 'VFDMHQS')])
19.4747 	EXP 	text_distractors_2: autoDraw = False
19.4747 	EXP 	text_distractors_2: height = 0.05
19.4747 	EXP 	text_distractors_2: height = 0.05
19.4747 	EXP 	text_distractors_2: height = 0.05
19.4747 	EXP 	text_distractors_2: text = 'VFDMHQS'
19.4747 	EXP 	text_distractors_2: autoDraw = True
19.5415 	EXP 	New trial (rep=0, index=2): OrderedDict([('dist', 'ZTFYDXH')])
19.5582 	EXP 	text_distractors_2: autoDraw = False
19.5582 	EXP 	text_distractors_2: height = 0.05
19.5582 	EXP 	text_distractors_2: height = 0.05
19.5582 	EXP 	text_distractors_2: height = 0.05
19.5582 	EXP 	text_distractors_2: text = 'ZTFYDXH'
19.5582 	EXP 	text_distractors_2: autoDraw = True
19.6248 	EXP 	New trial (rep=0, index=3): OrderedDict([('dist', 'WMYFTGJ')])
19.6412 	EXP 	text_distractors_2: autoDraw = False
19.6412 	EXP 	text_distractors_2: height = 0.05
19.6412 	EXP 	text_distractors_2: height = 0.05
19.6412 	EXP 	text_distractors_2: height = 0.05
19.6412 	EXP 	text_distractors_2: text = 'WMYFTGJ'
19.6412 	EXP 	text_distractors_2: autoDraw = True
19.6914 	EXP 	New trial (rep=0, index=4): OrderedDict([('dist', 'ZJTSHFP')])
19.7081 	EXP 	text_distractors_2: autoDraw = False
19.7081 	EXP 	text_distractors_2: height = 0.05
19.7081 	EXP 	text_distractors_2: height = 0.05
19.7081 	EXP 	text_distractors_2: height = 0.05
19.7081 	EXP 	text_distractors_2: text = 'ZJTSHFP'
19.7081 	EXP 	text_distractors_2: autoDraw = True
19.7746 	EXP 	New trial (rep=0, index=5): OrderedDict([('dist', 'VYKXSPC')])
19.7912 	EXP 	text_distractors_2: autoDraw = False
19.7912 	EXP 	text_distractors_2: height = 0.05
19.7912 	EXP 	text_distractors_2: height = 0.05
19.7912 	EXP 	text_distractors_2: height = 0.05
19.7912 	EXP 	text_distractors_2: text = 'VYKXSPC'
19.7912 	EXP 	text_distractors_2: autoDraw = True
19.8584 	EXP 	New trial (rep=0, index=6): OrderedDict([('dist', 'HLFPYXK')])
19.8745 	EXP 	text_distractors_2: autoDraw = False
19.8745 	EXP 	text_distractors_2: height = 0.05
19.8745 	EXP 	text_distractors_2: height = 0.05
19.8745 	EXP 	text_distractors_2: height = 0.05
19.8745 	EXP 	text_distractors_2: text = 'HLFPYXK'
19.8745 	EXP 	text_distractors_2: autoDraw = True
19.9414 	EXP 	New trial (rep=0, index=7): OrderedDict([('dist', 'YGLMSFQ')])
19.9582 	EXP 	text_distractors_2: autoDraw = False
19.9582 	EXP 	text_distractors_2: height = 0.05
19.9582 	EXP 	text_distractors_2: height = 0.05
19.9582 	EXP 	text_distractors_2: height = 0.05
19.9582 	EXP 	text_distractors_2: text = 'YGLMSFQ'
19.9582 	EXP 	text_distractors_2: autoDraw = True
19.9771 	DATA 	Keypress: escape
20.0252 	EXP 	New trial (rep=0, index=8): OrderedDict([('dist', 'GQKRPDL')])
20.0411 	EXP 	text_distractors_2: autoDraw = False
20.0411 	EXP 	text_distractors_2: height = 0.05
20.0411 	EXP 	text_distractors_2: height = 0.05
20.0411 	EXP 	text_distractors_2: height = 0.05
20.0411 	EXP 	text_distractors_2: text = 'GQKRPDL'
20.0411 	EXP 	text_distractors_2: autoDraw = True
20.0587 	EXP 	AB: status = STOPPED
20.0745 	EXP 	text_distractors_2: autoDraw = False
20.0745 	EXP 	AB: status = STOPPED
20.1153 	EXP 	window1: mouseVisible = True
