task1,task2,T0,T2,T1,lagT0,lagT1,lagT2,responseT1,responseT2,related,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trials_T0_context.thisRepN,trials_T0_context.thisTrialN,trials_T0_context.thisN,trials_T0_context.thisIndex,trials_T1.thisRepN,trials_T1.thisTrialN,trials_T1.thisN,trials_T1.thisIndex,trials_T2.thisRepN,trials_T2.thisTrialN,trials_T2.thisN,trials_T2.thisIndex,text_instructions.started,key_resp.started,key_resp.keys,key_resp.rt,key_resp.duration,context_word.started,blankContext.started,context_word.stopped,blankContext.stopped,distractor_T0,text_distr_T0.started,text_distr_T0.stopped,text_blank_distractors_T0.started,text_blank_distractors_T0.stopped,text_T1.started,text_T1.stopped,text_blank_number_T1.started,text_blank_number_T1.stopped,distractor_T1,text_distr_T1.started,text_distr_T1.stopped,text_blank_distractors_T1.started,text_blank_distractors_T1.stopped,text_T2.started,text_T2.stopped,text_blank_T2_probe.started,text_blank_T2_probe.stopped,distractor_T2,text_distr_T2.started,text_distr_T2.stopped,text_blank_distractors_T2.started,text_blank_distractors_T2.stopped,key_resp_T1.keys,key_resp_T1.corr,blankT2_1.started,text_T2ask.started,key_resp_T2.started,blankT2_1.stopped,text_T2ask.stopped,blankT2_2.started,key_resp_T2.stopped,blankT2_2.stopped,key_resp_T2.keys,key_resp_T2.corr,participant,order [1: single-dual or 2: dual-single],refresh rate (Hz),language,date,expName,psychopyVersion,frameRate,
single,dual,COMB,XBRUSHX,4444444.0,10,3,7,j,f,1,0,0,0,0,0,0,0,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZHQSMYC,27.798751100000118,27.83208760000025,27.83208760000025,27.882071200000155,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,COMB,XBRUSHX,4444444.0,10,3,7,j,f,1,0,0,0,0,0,0,0,0,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PKMRFTL,27.882071200000155,27.91551100000015,27.91551100000015,27.965477900000224,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,COMB,XBRUSHX,4444444.0,10,3,7,j,f,1,0,0,0,0,0,0,0,0,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZPMBNQR,27.965477900000224,27.998878599999898,27.998878599999898,28.048712400000113,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,COMB,XBRUSHX,4444444.0,10,3,7,j,f,1,0,0,0,0,0,0,0,0,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,RWYTPZS,28.048712400000113,28.082286899999872,28.082286899999872,28.13208500000019,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,COMB,XBRUSHX,4444444.0,10,3,7,j,f,1,0,0,0,0,0,0,0,0,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,XJZTKSP,28.13208500000019,28.16551269999991,28.16551269999991,28.215444899999966,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,COMB,XBRUSHX,4444444.0,10,3,7,j,f,1,0,0,0,0,0,0,0,0,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDGTFPJ,28.215444899999966,28.24876059999997,28.24876059999997,28.298819099999946,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,COMB,XBRUSHX,4444444.0,10,3,7,j,f,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,28.298819099999946,29.28220109999984,29.28220109999984,29.299022499999865,31.28245560000005,31.28245560000005,31.28245560000005,32.282353200000216,None,0,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,32.282353200000216,33.2662777999999,33.282441299999846,34.26580670000021,XTNLRHS,34.2850784000002,34.31671959999994,34.29919380000001,34.349111900000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,CQFRDNS,34.349111900000025,34.382521500000166,34.382521500000166,34.43246750000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,2,0,2,0,,,,,,,,,,,,,,,,,,PJZHMYV,34.43246750000026,34.46596649999992,34.46596649999992,34.51586989999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,3,0,3,0,,,,,,,,,,,,,,,,,,CJNHXDL,34.51586989999987,34.55165020000004,34.55165020000004,34.599164499999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,4,0,4,0,,,,,,,,,,,,,,,,,,QWGVDKF,34.599164499999915,34.63498789999994,34.63498789999994,34.68246790000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,5,0,5,0,,,,,,,,,,,,,,,,,,KYRFZGC,34.68246790000012,34.7157916000001,34.7157916000001,34.766081300000224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,6,0,6,0,,,,,,,,,,,,,,,,,,SHCNMLG,34.766081300000224,34.7992521000001,34.7992521000001,34.849721200000204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,7,0,7,0,,,,,,,,,,,,,,,,,,JSVBGNM,34.849721200000204,34.882662099999834,34.882662099999834,34.93249590000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,8,0,8,0,,,,,,,,,,,,,,,,,,DBHVZFM,34.93249590000005,34.96598189999986,34.96598189999986,35.015861400000176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,35.015861400000176,35.04938119999997,35.04938119999997,35.099202200000036,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,35.099202200000036,35.132741400000214,35.132741400000214,35.18257189999986,JLRXNQD,35.18257189999986,35.21859929999982,35.21859929999982,35.265871999999945,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NTWMHPZ,35.265871999999945,35.29925120000007,35.29925120000007,35.34917339999993,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,VWGYPRK,35.34917339999993,35.38281480000023,35.38281480000023,35.43255020000015,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,JLCFKWZ,35.43255020000015,35.46591769999986,35.46591769999986,35.515910500000246,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVSRKTZ,35.515910500000246,35.54920270000002,35.54920270000002,35.59920360000024,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCFKBQH,35.59920360000024,35.63267889999997,35.63267889999997,35.68258990000004,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,XHNTVQF,35.68258990000004,35.7184857000002,35.7184857000002,35.76605819999986,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,DWVTQMF,35.76605819999986,35.799216400000205,35.799216400000205,35.84924120000005,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,LFKMHDZ,35.84924120000005,35.88258330000008,35.88258330000008,35.9325859999999,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,PLUMBER,XWHITEX,2222222.0,10,1,9,j,j,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,35.9325859999999,36.915966000000026,36.915966000000026,36.93260820000023,38.91607690000001,38.91607690000001,38.91607690000001,39.916230799999994,None,0,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,39.916230799999994,40.91627770000014,40.91627770000014,41.91630500000019,VBSXHCG,41.91630500000019,41.94954439999992,41.94954439999992,41.99987199999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,,,,,,,,,,LGPQNDV,41.99987199999987,42.03289010000026,42.03289010000026,42.082882000000154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,JRKNVZB,42.082882000000154,42.11646870000004,42.11646870000004,42.16624469999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,3,0,3,0,,,,,,,,,,,,,,,,,,MGBTXRS,42.16624469999988,42.19958050000014,42.19958050000014,42.24957089999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,4,0,4,0,,,,,,,,,,,,,,,,,,ZKXYGVN,42.24957089999998,42.28549000000021,42.28549000000021,42.33290650000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,5,0,5,0,,,,,,,,,,,,,,,,,,NJWZFVS,42.33290650000026,42.366285699999935,42.366285699999935,42.41623130000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,42.41623130000016,42.44956709999997,42.44956709999997,42.499594100000195,PGKSFVR,42.499594100000195,42.532953400000224,42.532953400000224,42.58293430000003,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,VZFKJNR,42.58293430000003,42.61634540000023,42.61634540000023,42.66641119999986,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,42.66641119999986,42.69962290000012,42.69962290000012,42.74962970000024,VZFKJNR,42.74962970000024,42.78296760000012,42.78296760000012,42.83296590000009,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,QDTMGPH,42.83296590000009,42.86672929999986,42.86672929999986,42.91628720000017,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,KZMJSVG,42.91628720000017,42.94963420000022,42.94963420000022,42.99967329999981,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CZLHYFT,42.99967329999981,43.03543600000012,43.03543600000012,43.0829490000001,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PYWBCXK,43.0829490000001,43.11629589999984,43.11629589999984,43.166350299999976,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTZVNLX,43.166350299999976,43.1996466999999,43.1996466999999,43.24966690000019,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FTNMDKZ,43.24966690000019,43.282952300000034,43.282952300000034,43.33426640000016,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TVBDFKY,43.33426640000016,43.366338799999994,43.366338799999994,43.41635700000006,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,RWBNKTL,43.41635700000006,43.44975310000018,43.44975310000018,43.49971390000019,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBFCNXQ,43.49971390000019,43.533086899999944,43.533086899999944,43.582975700000134,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,DIRT,XXMUDXX,2222222.0,7,3,10,j,f,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,43.582975700000134,44.56669340000008,44.56669340000008,44.583022000000256,46.56647659999999,46.56647659999999,46.56647659999999,47.566597999999885,None,0,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,CHALK,XFOGGYX,2222222.0,10,7,3,j,j,0,0,0,0,0,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,47.566597999999885,48.566617699999824,48.566617699999824,49.56667849999985,HNDKTFB,49.56667849999985,49.59995119999985,49.59995119999985,49.65002060000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,CHALK,XFOGGYX,2222222.0,10,7,3,j,j,0,0,0,0,0,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,MDXCGTB,49.65002060000006,49.68335750000006,49.68335750000006,49.733297799999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,CHALK,XFOGGYX,2222222.0,10,7,3,j,j,0,0,0,0,0,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,KYDCWQT,49.733297799999946,49.766824299999826,49.766824299999826,49.81668230000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,CHALK,XFOGGYX,2222222.0,10,7,3,j,j,0,0,0,0,0,0,3,3,3,3,0,3,0,,,,,,,,,,,,,,,,,,VSCQJZB,49.81668230000014,49.85011050000003,49.85011050000003,49.89999970000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
single,dual,CHALK,XFOGGYX,2222222.0,10,7,3,j,j,0,0,0,0,0,0,3,3,3,4,0,4,0,,,,,,,,,,,,,,,,,,LKFRMJN,49.89999970000008,49.933422300000075,49.933422300000075,49.9834122000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011943,1,60,en,2024-11-26_15h39.08.606,AB,2023.1.3,59.92660189808788,
